t,x,v
5.757,6.65316079667e-05,-0.00011201091389
5.758,6.64196912892e-05,-0.000111822493834
5.759,6.63079628734e-05,-0.00011163439073
5.76,6.61964224023e-05,-0.000111446604045
5.761,6.608506956e-05,-0.000111259133247
5.762,6.59739040307e-05,-0.000111071977804
5.763,6.58629254994e-05,-0.000110885137187
5.764,6.57521336516e-05,-0.000110698610865
5.765,6.56415281731e-05,-0.00011051239831
5.766,6.55311087505e-05,-0.000110326498993
5.767,6.54208750709e-05,-0.000110140912389
5.768,6.53108268217e-05,-0.000109955637971
5.769,6.5200963691e-05,-0.000109770675213
5.77,6.50912853675e-05,-0.000109586023593
5.771,6.49817915403e-05,-0.000109401682585
