time,energy,energy_error,body1_x,body1_y,body1_z,body1_vx,body1_vy,body1_vz,body2_x,body2_y,body2_z,body2_vx,body2_vy,body2_vz
5.84,6.8038e+08,6.8038e+08,-107342,-453.17,0,-36888.2,-155.869,0,-36853.5,-155.698,0,-6326.36,-26.7425,0
5.85,6.82716e+08,6.82716e+08,-107711,-454.729,0,-36951.4,-156.136,0,-36916.8,-155.966,0,-6326.36,-26.7425,0
5.86,6.85056e+08,6.85056e+08,-108080,-456.29,0,-37014.7,-156.404,0,-36980,-156.233,0,-6326.36,-26.7425,0
5.87,6.874e+08,6.874e+08,-108450,-457.853,0,-37078,-156.671,0,-37043.3,-156.501,0,-6326.36,-26.7425,0
5.88,6.89747e+08,6.89747e+08,-108821,-459.42,0,-37141.2,-156.939,0,-37106.6,-156.768,0,-6326.36,-26.7425,0
5.89,6.92099e+08,6.92099e+08,-109192,-460.989,0,-37204.5,-157.206,0,-37169.8,-157.035,0,-6326.36,-26.7425,0
5.9,6.94455e+08,6.94455e+08,-109565,-462.561,0,-37267.7,-157.474,0,-37233.1,-157.303,0,-6326.36,-26.7425,0
5.91,6.96815e+08,6.96815e+08,-109937,-464.135,0,-37331,-157.741,0,-37296.4,-157.57,0,-6326.36,-26.7425,0
5.92,6.99178e+08,6.99178e+08,-110310,-465.712,0,-37394.3,-158.008,0,-37359.6,-157.838,0,-6326.36,-26.7425,0
5.93,7.01546e+08,7.01546e+08,-110684,-467.292,0,-37457.5,-158.276,0,-37422.9,-158.105,0,-6326.36,-26.7425,0
5.94,7.03918e+08,7.03918e+08,-111059,-468.874,0,-37520.8,-158.543,0,-37486.2,-158.373,0,-6326.36,-26.7425,0
5.95,7.06294e+08,7.06294e+08,-111434,-470.459,0,-37584.1,-158.811,0,-37549.4,-158.64,0,-6326.36,-26.7425,0
5.96,7.08673e+08,7.08673e+08,-111810,-472.047,0,-37647.3,-159.078,0,-37612.7,-158.907,0,-6326.36,-26.7425,0
5.97,7.11057e+08,7.11057e+08,-112186,-473.637,0,-37710.6,-159.346,0,-37675.9,-159.175,0,-6326.36,-26.7425,0
5.98,7.13445e+08,7.13445e+08,-112563,-475.23,0,-37773.9,-159.613,0,-37739.2,-159.442,0,-6326.36,-26.7425,0
5.99,7.15837e+08,7.15837e+08,-112941,-476.826,0,-37837.1,-159.88,0,-37802.5,-159.71,0,-6326.36,-26.7425,0
6,7.18232e+08,7.18232e+08,-113319,-478.425,0,-37900.4,-160.148,0,-37865.7,-159.977,0,-6326.36,-26.7425,0
6.01,7.20632e+08,7.20632e+08,-113698,-480.026,0,-37963.6,-160.415,0,-37929,-160.245,0,-6326.36,-26.7425,0
6.02,7.23036e+08,7.23036e+08,-114078,-481.629,0,-38026.9,-160.683,0,-37992.3,-160.512,0,-6326.36,-26.7425,0
6.03,7.25444e+08,7.25444e+08,-114458,-483.236,0,-38090.2,-160.95,0,-38055.5,-160.779,0,-6326.36,-26.7425,0
6.04,7.27855e+08,7.27855e+08,-114839,-484.845,0,-38153.4,-161.217,0,-38118.8,-161.047,0,-6326.36,-26.7425,0
6.05,7.30271e+08,7.30271e+08,-115221,-486.457,0,-38216.7,-161.485,0,-38182.1,-161.314,0,-6326.36,-26.7425,0
6.06,7.32691e+08,7.32691e+08,-115603,-488.071,0,-38280,-161.752,0,-38245.3,-161.582,0,-6326.36,-26.7425,0
6.07,7.35115e+08,7.35115e+08,-115986,-489.688,0,-38343.2,-162.02,0,-38308.6,-161.849,0,-6326.36,-26.7425,0
6.08,7.37542e+08,7.37542e+08,-116369,-491.308,0,-38406.5,-162.287,0,-38371.8,-162.116,0,-6326.36,-26.7425,0
6.09,7.39974e+08,7.39974e+08,-116753,-492.931,0,-38469.8,-162.555,0,-38435.1,-162.384,0,-6326.36,-26.7425,0
6.1,7.4241e+08,7.4241e+08,-117138,-494.556,0,-38533,-162.822,0,-38498.4,-162.651,0,-6326.36,-26.7425,0
6.11,7.4485e+08,7.4485e+08,-117523,-496.184,0,-38596.3,-163.089,0,-38561.6,-162.919,0,-6326.36,-26.7425,0
6.12,7.47294e+08,7.47294e+08,-117909,-497.814,0,-38659.5,-163.357,0,-38624.9,-163.186,0,-6326.36,-26.7425,0
6.13,7.49741e+08,7.49741e+08,-118295,-499.447,0,-38722.8,-163.624,0,-38688.2,-163.454,0,-6326.36,-26.7425,0
6.14,7.52193e+08,7.52193e+08,-118683,-501.083,0,-38786.1,-163.892,0,-38751.4,-163.721,0,-6326.36,-26.7425,0
6.15,7.54649e+08,7.54649e+08,-119070,-502.722,0,-38849.3,-164.159,0,-38814.7,-163.988,0,-6326.36,-26.7425,0
6.16,7.57109e+08,7.57109e+08,-119459,-504.363,0,-38912.6,-164.427,0,-38878,-164.256,0,-6326.36,-26.7425,0
6.17,7.59573e+08,7.59573e+08,-119848,-506.007,0,-38975.9,-164.694,0,-38941.2,-164.523,0,-6326.36,-26.7425,0
6.18,7.6204e+08,7.6204e+08,-120238,-507.654,0,-39039.1,-164.961,0,-39004.5,-164.791,0,-6326.36,-26.7425,0
6.19,7.64512e+08,7.64512e+08,-120628,-509.303,0,-39102.4,-165.229,0,-39067.7,-165.058,0,-6326.36,-26.7425,0
6.2,7.66988e+08,7.66988e+08,-121019,-510.955,0,-39165.7,-165.496,0,-39131,-165.326,0,-6326.36,-26.7425,0
6.21,7.69468e+08,7.69468e+08,-121411,-512.609,0,-39228.9,-165.764,0,-39194.3,-165.593,0,-6326.36,-26.7425,0
6.22,7.71952e+08,7.71952e+08,-121803,-514.267,0,-39292.2,-166.031,0,-39257.5,-165.86,0,-6326.36,-26.7425,0
6.23,7.74439e+08,7.74439e+08,-122196,-515.927,0,-39355.4,-166.299,0,-39320.8,-166.128,0,-6326.36,-26.7425,0
6.24,7.76931e+08,7.76931e+08,-122589,-517.589,0,-39418.7,-166.566,0,-39384.1,-166.395,0,-6326.36,-26.7425,0
6.25,7.79427e+08,7.79427e+08,-122984,-519.254,0,-39482,-166.833,0,-39447.3,-166.663,0,-6326.36,-26.7425,0
6.26,7.81927e+08,7.81927e+08,-123378,-520.922,0,-39545.2,-167.101,0,-39510.6,-166.93,0,-6326.36,-26.7425,0
6.27,7.84431e+08,7.84431e+08,-123774,-522.593,0,-39608.5,-167.368,0,-39573.9,-167.198,0,-6326.36,-26.7425,0
6.28,7.86938e+08,7.86938e+08,-124170,-524.266,0,-39671.8,-167.636,0,-39637.1,-167.465,0,-6326.36,-26.7425,0
6.29,7.8945e+08,7.8945e+08,-124567,-525.942,0,-39735,-167.903,0,-39700.4,-167.732,0,-6326.36,-26.7425,0
6.3,7.91966e+08,7.91966e+08,-124964,-527.621,0,-39798.3,-168.171,0,-39763.6,-168,0,-6326.36,-26.7425,0
6.31,7.94486e+08,7.94486e+08,-125362,-529.302,0,-39861.6,-168.438,0,-39826.9,-168.267,0,-6326.36,-26.7425,0
6.32,7.9701e+08,7.9701e+08,-125760,-530.986,0,-39924.8,-168.705,0,-39890.2,-168.535,0,-6326.36,-26.7425,0
6.33,7.99538e+08,7.99538e+08,-126160,-532.673,0,-39988.1,-168.973,0,-39953.4,-168.802,0,-6326.36,-26.7425,0
6.34,8.02069e+08,8.02069e+08,-126559,-534.362,0,-40051.3,-169.24,0,-40016.7,-169.07,0,-6326.36,-26.7425,0
6.35,8.04605e+08,8.04605e+08,-126960,-536.054,0,-40114.6,-169.508,0,-40080,-169.337,0,-6326.36,-26.7425,0
6.36,8.07145e+08,8.07145e+08,-127361,-537.749,0,-40177.9,-169.775,0,-40143.2,-169.604,0,-6326.36,-26.7425,0
6.37,8.09689e+08,8.09689e+08,-127763,-539.447,0,-40241.1,-170.043,0,-40206.5,-169.872,0,-6326.36,-26.7425,0
6.38,8.12237e+08,8.12237e+08,-128165,-541.147,0,-40304.4,-170.31,0,-40269.8,-170.139,0,-6326.36,-26.7425,0
6.39,8.14789e+08,8.14789e+08,-128568,-542.849,0,-40367.7,-170.577,0,-40333,-170.407,0,-6326.36,-26.7425,0
6.4,8.17344e+08,8.17344e+08,-128972,-544.555,0,-40430.9,-170.845,0,-40396.3,-170.674,0,-6326.36,-26.7425,0
6.41,8.19904e+08,8.19904e+08,-129376,-546.263,0,-40494.2,-171.112,0,-40459.5,-170.942,0,-6326.36,-26.7425,0
6.42,8.22468e+08,8.22468e+08,-129781,-547.974,0,-40557.5,-171.38,0,-40522.8,-171.209,0,-6326.36,-26.7425,0
6.43,8.25036e+08,8.25036e+08,-130187,-549.687,0,-40620.7,-171.647,0,-40586.1,-171.476,0,-6326.36,-26.7425,0
6.44,8.27608e+08,8.27608e+08,-130593,-551.403,0,-40684,-171.914,0,-40649.3,-171.744,0,-6326.36,-26.7425,0
6.45,8.30184e+08,8.30184e+08,-131000,-553.122,0,-40747.2,-172.182,0,-40712.6,-172.011,0,-6326.36,-26.7425,0
6.46,8.32764e+08,8.32764e+08,-131407,-554.843,0,-40810.5,-172.449,0,-40775.9,-172.279,0,-6326.36,-26.7425,0
6.47,8.35347e+08,8.35347e+08,-131815,-556.567,0,-40873.8,-172.717,0,-40839.1,-172.546,0,-6326.36,-26.7425,0
6.48,8.37935e+08,8.37935e+08,-132224,-558.294,0,-40937,-172.984,0,-40902.4,-172.813,0,-6326.36,-26.7425,0
6.49,8.40527e+08,8.40527e+08,-132633,-560.024,0,-41000.3,-173.252,0,-40965.7,-173.081,0,-6326.36,-26.7425,0
6.5,8.43123e+08,8.43123e+08,-133043,-561.756,0,-41063.6,-173.519,0,-41028.9,-173.348,0,-6326.36,-26.7425,0
6.51,8.45723e+08,8.45723e+08,-133454,-563.491,0,-41126.8,-173.786,0,-41092.2,-173.616,0,-6326.36,-26.7425,0
6.52,8.48327e+08,8.48327e+08,-133865,-565.228,0,-41190.1,-174.054,0,-41155.4,-173.883,0,-6326.36,-26.7425,0
6.53,8.50935e+08,8.50935e+08,-134277,-566.968,0,-41253.4,-174.321,0,-41218.7,-174.151,0,-6326.36,-26.7425,0
6.54,8.53547e+08,8.53547e+08,-134689,-568.711,0,-41316.6,-174.589,0,-41282,-174.418,0,-6326.36,-26.7425,0
6.55,8.56162e+08,8.56162e+08,-135102,-570.457,0,-41379.9,-174.856,0,-41345.2,-174.685,0,-6326.36,-26.7425,0
6.56,8.58782e+08,8.58782e+08,-135516,-572.205,0,-41443.1,-175.124,0,-41408.5,-174.953,0,-6326.36,-26.7425,0
6.57,8.61406e+08,8.61406e+08,-135931,-573.956,0,-41506.4,-175.391,0,-41471.8,-175.22,0,-6326.36,-26.7425,0
6.58,8.64034e+08,8.64034e+08,-136346,-575.709,0,-41569.7,-175.658,0,-41535,-175.488,0,-6326.36,-26.7425,0
6.59,8.66666e+08,8.66666e+08,-136761,-577.466,0,-41632.9,-175.926,0,-41598.3,-175.755,0,-6326.36,-26.7425,0
6.6,8.69302e+08,8.69302e+08,-137178,-579.224,0,-41696.2,-176.193,0,-41661.5,-176.023,0,-6326.36,-26.7425,0
6.61,8.71942e+08,8.71942e+08,-137595,-580.986,0,-41759.5,-176.461,0,-41724.8,-176.29,0,-6326.36,-26.7425,0
6.62,8.74586e+08,8.74586e+08,-138012,-582.75,0,-41822.7,-176.728,0,-41788.1,-176.557,0,-6326.36,-26.7425,0
6.63,8.77234e+08,8.77234e+08,-138430,-584.517,0,-41886,-176.996,0,-41851.3,-176.825,0,-6326.36,-26.7425,0
6.64,8.79886e+08,8.79886e+08,-138849,-586.287,0,-41949.2,-177.263,0,-41914.6,-177.092,0,-6326.36,-26.7425,0
6.65,8.82541e+08,8.82541e+08,-139269,-588.059,0,-42012.5,-177.53,0,-41977.9,-177.36,0,-6326.36,-26.7425,0
6.66,8.85201e+08,8.85201e+08,-139689,-589.834,0,-42075.8,-177.798,0,-42041.1,-177.627,0,-6326.36,-26.7425,0
6.67,8.87865e+08,8.87865e+08,-140109,-591.612,0,-42139,-178.065,0,-42104.4,-177.895,0,-6326.36,-26.7425,0
6.68,8.90533e+08,8.90533e+08,-140531,-593.392,0,-42202.3,-178.333,0,-42167.7,-178.162,0,-6326.36,-26.7425,0
6.69,8.93205e+08,8.93205e+08,-140953,-595.175,0,-42265.6,-178.6,0,-42230.9,-178.429,0,-6326.36,-26.7425,0
6.7,8.95881e+08,8.95881e+08,-141375,-596.96,0,-42328.8,-178.868,0,-42294.2,-178.697,0,-6326.36,-26.7425,0
6.71,8.98561e+08,8.98561e+08,-141799,-598.749,0,-42392.1,-179.135,0,-42357.4,-178.964,0,-6326.36,-26.7425,0
6.72,9.01245e+08,9.01245e+08,-142223,-600.54,0,-42455.4,-179.402,0,-42420.7,-179.232,0,-6326.36,-26.7425,0
6.73,9.03933e+08,9.03933e+08,-142647,-602.333,0,-42518.6,-179.67,0,-42484,-179.499,0,-6326.36,-26.7425,0
6.74,9.06625e+08,9.06625e+08,-143072,-604.13,0,-42581.9,-179.937,0,-42547.2,-179.767,0,-6326.36,-26.7425,0
6.75,9.09321e+08,9.09321e+08,-143498,-605.929,0,-42645.1,-180.205,0,-42610.5,-180.034,0,-6326.36,-26.7425,0
6.76,9.12021e+08,9.12021e+08,-143924,-607.73,0,-42708.4,-180.472,0,-42673.8,-180.301,0,-6326.36,-26.7425,0
6.77,9.14725e+08,9.14725e+08,-144352,-609.535,0,-42771.7,-180.74,0,-42737,-180.569,0,-6326.36,-26.7425,0
6.78,9.17432e+08,9.17432e+08,-144779,-611.342,0,-42834.9,-181.007,0,-42800.3,-180.836,0,-6326.36,-26.7425,0
6.79,9.20144e+08,9.20144e+08,-145208,-613.151,0,-42898.2,-181.274,0,-42863.6,-181.104,0,-6326.36,-26.7425,0
6.8,9.2286e+08,9.2286e+08,-145636,-614.964,0,-42961.5,-181.542,0,-42926.8,-181.371,0,-6326.36,-26.7425,0
6.81,9.2558e+08,9.2558e+08,-146066,-616.779,0,-43024.7,-181.809,0,-42990.1,-181.639,0,-6326.36,-26.7425,0
6.82,9.28304e+08,9.28304e+08,-146496,-618.597,0,-43088,-182.077,0,-43053.3,-181.906,0,-6326.36,-26.7425,0
6.83,9.31032e+08,9.31032e+08,-146927,-620.417,0,-43151.3,-182.344,0,-43116.6,-182.173,0,-6326.36,-26.7425,0
6.84,9.33764e+08,9.33764e+08,-147359,-622.24,0,-43214.5,-182.611,0,-43179.9,-182.441,0,-6326.36,-26.7425,0
6.85,9.365e+08,9.365e+08,-147791,-624.066,0,-43277.8,-182.879,0,-43243.1,-182.708,0,-6326.36,-26.7425,0
6.86,9.3924e+08,9.3924e+08,-148223,-625.894,0,-43341,-183.146,0,-43306.4,-182.976,0,-6326.36,-26.7425,0
6.87,9.41984e+08,9.41984e+08,-148657,-627.725,0,-43404.3,-183.414,0,-43369.7,-183.243,0,-6326.36,-26.7425,0
6.88,9.44732e+08,9.44732e+08,-149091,-629.559,0,-43467.6,-183.681,0,-43432.9,-183.511,0,-6326.36,-26.7425,0
6.89,9.47484e+08,9.47484e+08,-149526,-631.395,0,-43530.8,-183.949,0,-43496.2,-183.778,0,-6326.36,-26.7425,0
6.9,9.5024e+08,9.5024e+08,-149961,-633.235,0,-43594.1,-184.216,0,-43559.5,-184.045,0,-6326.36,-26.7425,0
6.91,9.53e+08,9.53e+08,-150397,-635.076,0,-43657.4,-184.483,0,-43622.7,-184.313,0,-6326.36,-26.7425,0
6.92,9.55764e+08,9.55764e+08,-150833,-636.921,0,-43720.6,-184.751,0,-43686,-184.58,0,-6326.36,-26.7425,0
6.93,9.58532e+08,9.58532e+08,-151270,-638.768,0,-43783.9,-185.018,0,-43749.2,-184.848,0,-6326.36,-26.7425,0
6.94,9.61304e+08,9.61304e+08,-151708,-640.618,0,-43847.2,-185.286,0,-43812.5,-185.115,0,-6326.36,-26.7425,0
6.95,9.6408e+08,9.6408e+08,-152147,-642.47,0,-43910.4,-185.553,0,-43875.8,-185.382,0,-6326.36,-26.7425,0
6.96,9.6686e+08,9.6686e+08,-152586,-644.325,0,-43973.7,-185.821,0,-43939,-185.65,0,-6326.36,-26.7425,0
6.97,9.69644e+08,9.69644e+08,-153025,-646.183,0,-44036.9,-186.088,0,-44002.3,-185.917,0,-6326.36,-26.7425,0
6.98,9.72432e+08,9.72432e+08,-153466,-648.044,0,-44100.2,-186.355,0,-44065.6,-186.185,0,-6326.36,-26.7425,0
6.99,9.75224e+08,9.75224e+08,-153907,-649.907,0,-44163.5,-186.623,0,-44128.8,-186.452,0,-6326.36,-26.7425,0
7,9.7802e+08,9.7802e+08,-154348,-651.773,0,-44226.7,-186.89,0,-44192.1,-186.72,0,-6326.36,-26.7425,0
7.01,9.8082e+08,9.8082e+08,-154791,-653.641,0,-44290,-187.158,0,-44255.4,-186.987,0,-6326.36,-26.7425,0
7.02,9.83624e+08,9.83624e+08,-155233,-655.513,0,-44353.3,-187.425,0,-44318.6,-187.254,0,-6326.36,-26.7425,0
7.03,9.86432e+08,9.86432e+08,-155677,-657.386,0,-44416.5,-187.693,0,-44381.9,-187.522,0,-6326.36,-26.7425,0
7.04,9.89244e+08,9.89244e+08,-156121,-659.263,0,-44479.8,-187.96,0,-44445.1,-187.789,0,-6326.36,-26.7425,0
7.05,9.9206e+08,9.9206e+08,-156566,-661.142,0,-44543.1,-188.227,0,-44508.4,-188.057,0,-6326.36,-26.7425,0
7.06,9.9488e+08,9.9488e+08,-157011,-663.024,0,-44606.3,-188.495,0,-44571.7,-188.324,0,-6326.36,-26.7425,0
7.07,9.97704e+08,9.97704e+08,-157457,-664.909,0,-44669.6,-188.762,0,-44634.9,-188.592,0,-6326.36,-26.7425,0
7.08,1.00053e+09,1.00053e+09,-157904,-666.796,0,-44732.8,-189.03,0,-44698.2,-188.859,0,-6326.36,-26.7425,0
7.09,1.00336e+09,1.00336e+09,-158351,-668.686,0,-44796.1,-189.297,0,-44761.5,-189.126,0,-6326.36,-26.7425,0
7.1,1.0062e+09,1.0062e+09,-158799,-670.579,0,-44859.4,-189.565,0,-44824.7,-189.394,0,-6326.36,-26.7425,0
7.11,1.00904e+09,1.00904e+09,-159248,-672.474,0,-44922.6,-189.832,0,-44888,-189.661,0,-6326.36,-26.7425,0
7.12,1.01188e+09,1.01188e+09,-159697,-674.372,0,-44985.9,-190.099,0,-44951.3,-189.929,0,-6326.36,-26.7425,0
7.13,1.01473e+09,1.01473e+09,-160147,-676.272,0,-45049.2,-190.367,0,-45014.5,-190.196,0,-6326.36,-26.7425,0
7.14,1.01758e+09,1.01758e+09,-160597,-678.176,0,-45112.4,-190.634,0,-45077.8,-190.464,0,-6326.36,-26.7425,0
7.15,1.02044e+09,1.02044e+09,-161048,-680.082,0,-45175.7,-190.902,0,-45141,-190.731,0,-6326.36,-26.7425,0
7.16,1.0233e+09,1.0233e+09,-161500,-681.99,0,-45239,-191.169,0,-45204.3,-190.998,0,-6326.36,-26.7425,0
7.17,1.02616e+09,1.02616e+09,-161952,-683.902,0,-45302.2,-191.437,0,-45267.6,-191.266,0,-6326.36,-26.7425,0
7.18,1.02903e+09,1.02903e+09,-162405,-685.816,0,-45365.5,-191.704,0,-45330.8,-191.533,0,-6326.36,-26.7425,0
7.19,1.0319e+09,1.0319e+09,-162859,-687.732,0,-45428.7,-191.971,0,-45394.1,-191.801,0,-6326.36,-26.7425,0
7.2,1.03478e+09,1.03478e+09,-163313,-689.652,0,-45492,-192.239,0,-45457.4,-192.068,0,-6326.36,-26.7425,0
7.21,1.03766e+09,1.03766e+09,-163768,-691.574,0,-45555.3,-192.506,0,-45520.6,-192.336,0,-6326.36,-26.7425,0
7.22,1.04054e+09,1.04054e+09,-164224,-693.498,0,-45618.5,-192.774,0,-45583.9,-192.603,0,-6326.36,-26.7425,0
7.23,1.04343e+09,1.04343e+09,-164680,-695.426,0,-45681.8,-193.041,0,-45647.2,-192.87,0,-6326.36,-26.7425,0
7.24,1.04632e+09,1.04632e+09,-165137,-697.356,0,-45745.1,-193.308,0,-45710.4,-193.138,0,-6326.36,-26.7425,0
7.25,1.04922e+09,1.04922e+09,-165594,-699.288,0,-45808.3,-193.576,0,-45773.7,-193.405,0,-6326.36,-26.7425,0
7.26,1.05212e+09,1.05212e+09,-166052,-701.224,0,-45871.6,-193.843,0,-45836.9,-193.673,0,-6326.36,-26.7425,0
7.27,1.05502e+09,1.05502e+09,-166511,-703.162,0,-45934.9,-194.111,0,-45900.2,-193.94,0,-6326.36,-26.7425,0
7.28,1.05793e+09,1.05793e+09,-166970,-705.103,0,-45998.1,-194.378,0,-45963.5,-194.208,0,-6326.36,-26.7425,0
7.29,1.06084e+09,1.06084e+09,-167430,-707.046,0,-46061.4,-194.646,0,-46026.7,-194.475,0,-6326.36,-26.7425,0
7.3,1.06376e+09,1.06376e+09,-167891,-708.992,0,-46124.6,-194.913,0,-46090,-194.742,0,-6326.36,-26.7425,0
7.31,1.06668e+09,1.06668e+09,-168352,-710.941,0,-46187.9,-195.18,0,-46153.3,-195.01,0,-6326.36,-26.7425,0
7.32,1.0696e+09,1.0696e+09,-168814,-712.892,0,-46251.2,-195.448,0,-46216.5,-195.277,0,-6326.36,-26.7425,0
7.33,1.07253e+09,1.07253e+09,-169276,-714.846,0,-46314.4,-195.715,0,-46279.8,-195.545,0,-6326.36,-26.7425,0
7.34,1.07546e+09,1.07546e+09,-169739,-716.803,0,-46377.7,-195.983,0,-46343.1,-195.812,0,-6326.36,-26.7425,0
7.35,1.0784e+09,1.0784e+09,-170203,-718.763,0,-46441,-196.25,0,-46406.3,-196.079,0,-6326.36,-26.7425,0
7.36,1.08134e+09,1.08134e+09,-170667,-720.725,0,-46504.2,-196.518,0,-46469.6,-196.347,0,-6326.36,-26.7425,0
7.37,1.08429e+09,1.08429e+09,-171132,-722.69,0,-46567.5,-196.785,0,-46532.8,-196.614,0,-6326.36,-26.7425,0
7.38,1.08723e+09,1.08723e+09,-171598,-724.657,0,-46630.8,-197.052,0,-46596.1,-196.882,0,-6326.36,-26.7425,0
7.39,1.09019e+09,1.09019e+09,-172064,-726.627,0,-46694,-197.32,0,-46659.4,-197.149,0,-6326.36,-26.7425,0
7.4,1.09314e+09,1.09314e+09,-172531,-728.6,0,-46757.3,-197.587,0,-46722.6,-197.417,0,-6326.36,-26.7425,0
7.41,1.0961e+09,1.0961e+09,-172999,-730.576,0,-46820.5,-197.855,0,-46785.9,-197.684,0,-6326.36,-26.7425,0
7.42,1.09907e+09,1.09907e+09,-173467,-732.554,0,-46883.8,-198.122,0,-46849.2,-197.951,0,-6326.36,-26.7425,0
7.43,1.10203e+09,1.10203e+09,-173936,-734.535,0,-46947.1,-198.39,0,-46912.4,-198.219,0,-6326.36,-26.7425,0
7.44,1.10501e+09,1.10501e+09,-174405,-736.518,0,-47010.3,-198.657,0,-46975.7,-198.486,0,-6326.36,-26.7425,0
7.45,1.10798e+09,1.10798e+09,-174875,-738.504,0,-47073.6,-198.924,0,-47039,-198.754,0,-6326.36,-26.7425,0
7.46,1.11096e+09,1.11096e+09,-175346,-740.493,0,-47136.9,-199.192,0,-47102.2,-199.021,0,-6326.36,-26.7425,0
7.47,1.11395e+09,1.11395e+09,-175817,-742.485,0,-47200.1,-199.459,0,-47165.5,-199.289,0,-6326.36,-26.7425,0
7.48,1.11693e+09,1.11693e+09,-176289,-744.479,0,-47263.4,-199.727,0,-47228.7,-199.556,0,-6326.36,-26.7425,0
7.49,1.11993e+09,1.11993e+09,-176762,-746.476,0,-47326.7,-199.994,0,-47292,-199.823,0,-6326.36,-26.7425,0
7.5,1.12292e+09,1.12292e+09,-177235,-748.475,0,-47389.9,-200.262,0,-47355.3,-200.091,0,-6326.36,-26.7425,0
7.51,1.12592e+09,1.12592e+09,-177709,-750.478,0,-47453.2,-200.529,0,-47418.5,-200.358,0,-6326.36,-26.7425,0
7.52,1.12893e+09,1.12893e+09,-178184,-752.483,0,-47516.4,-200.796,0,-47481.8,-200.626,0,-6326.36,-26.7425,0
7.53,1.13193e+09,1.13193e+09,-178659,-754.49,0,-47579.7,-201.064,0,-47545.1,-200.893,0,-6326.36,-26.7425,0
7.54,1.13495e+09,1.13495e+09,-179134,-756.5,0,-47643,-201.331,0,-47608.3,-201.161,0,-6326.36,-26.7425,0
7.55,1.13796e+09,1.13796e+09,-179611,-758.513,0,-47706.2,-201.599,0,-47671.6,-201.428,0,-6326.36,-26.7425,0
7.56,1.14098e+09,1.14098e+09,-180088,-760.529,0,-47769.5,-201.866,0,-47734.9,-201.695,0,-6326.36,-26.7425,0
7.57,1.14401e+09,1.14401e+09,-180566,-762.547,0,-47832.8,-202.134,0,-47798.1,-201.963,0,-6326.36,-26.7425,0
7.58,1.14704e+09,1.14704e+09,-181044,-764.568,0,-47896,-202.401,0,-47861.4,-202.23,0,-6326.36,-26.7425,0
7.59,1.15007e+09,1.15007e+09,-181523,-766.592,0,-47959.3,-202.668,0,-47924.6,-202.498,0,-6326.36,-26.7425,0
7.6,1.1531e+09,1.1531e+09,-182002,-768.618,0,-48022.6,-202.936,0,-47987.9,-202.765,0,-6326.36,-26.7425,0
7.61,1.15614e+09,1.15614e+09,-182483,-770.647,0,-48085.8,-203.203,0,-48051.2,-203.033,0,-6326.36,-26.7425,0
7.62,1.15919e+09,1.15919e+09,-182963,-772.679,0,-48149.1,-203.471,0,-48114.4,-203.3,0,-6326.36,-26.7425,0
7.63,1.16224e+09,1.16224e+09,-183445,-774.713,0,-48212.3,-203.738,0,-48177.7,-203.567,0,-6326.36,-26.7425,0
7.64,1.16529e+09,1.16529e+09,-183927,-776.75,0,-48275.6,-204.006,0,-48241,-203.835,0,-6326.36,-26.7425,0
7.65,1.16834e+09,1.16834e+09,-184410,-778.79,0,-48338.9,-204.273,0,-48304.2,-204.102,0,-6326.36,-26.7425,0
7.66,1.1714e+09,1.1714e+09,-184893,-780.832,0,-48402.1,-204.54,0,-48367.5,-204.37,0,-6326.36,-26.7425,0
7.67,1.17447e+09,1.17447e+09,-185377,-782.877,0,-48465.4,-204.808,0,-48430.8,-204.637,0,-6326.36,-26.7425,0
7.68,1.17754e+09,1.17754e+09,-185862,-784.925,0,-48528.7,-205.075,0,-48494,-204.905,0,-6326.36,-26.7425,0
7.69,1.18061e+09,1.18061e+09,-186347,-786.975,0,-48591.9,-205.343,0,-48557.3,-205.172,0,-6326.36,-26.7425,0
7.7,1.18368e+09,1.18368e+09,-186833,-789.028,0,-48655.2,-205.61,0,-48620.5,-205.439,0,-6326.36,-26.7425,0
7.71,1.18677e+09,1.18677e+09,-187319,-791.084,0,-48718.5,-205.877,0,-48683.8,-205.707,0,-6326.36,-26.7425,0
7.72,1.18985e+09,1.18985e+09,-187806,-793.143,0,-48781.7,-206.145,0,-48747.1,-205.974,0,-6326.36,-26.7425,0
7.73,1.19294e+09,1.19294e+09,-188294,-795.204,0,-48845,-206.412,0,-48810.3,-206.242,0,-6326.36,-26.7425,0
7.74,1.19603e+09,1.19603e+09,-188783,-797.267,0,-48908.2,-206.68,0,-48873.6,-206.509,0,-6326.36,-26.7425,0
7.75,1.19913e+09,1.19913e+09,-189272,-799.334,0,-48971.5,-206.947,0,-48936.9,-206.776,0,-6326.36,-26.7425,0
7.76,1.20223e+09,1.20223e+09,-189761,-801.403,0,-49034.8,-207.215,0,-49000.1,-207.044,0,-6326.36,-26.7425,0
7.77,1.20533e+09,1.20533e+09,-190252,-803.475,0,-49098,-207.482,0,-49063.4,-207.311,0,-6326.36,-26.7425,0
7.78,1.20844e+09,1.20844e+09,-190743,-805.549,0,-49161.3,-207.749,0,-49126.7,-207.579,0,-6326.36,-26.7425,0
7.79,1.21155e+09,1.21155e+09,-191234,-807.626,0,-49224.6,-208.017,0,-49189.9,-207.846,0,-6326.36,-26.7425,0
7.8,1.21467e+09,1.21467e+09,-191726,-809.706,0,-49287.8,-208.284,0,-49253.2,-208.114,0,-6326.36,-26.7425,0
