time,energy,energy_error,body1_x,body1_y,body1_z,body1_vx,body1_vy,body1_vz,body2_x,body2_y,body2_z,body2_vx,body2_vy,body2_vz
7.81,1.21779e+09,1.21779e+09,-192219,-811.789,0,-49351.1,-208.552,0,-49316.4,-208.381,0,-6326.36,-26.7425,0
7.82,1.22091e+09,1.22091e+09,-192713,-813.874,0,-49414.4,-208.819,0,-49379.7,-208.648,0,-6326.36,-26.7425,0
7.83,1.22404e+09,1.22404e+09,-193207,-815.962,0,-49477.6,-209.087,0,-49443,-208.916,0,-6326.36,-26.7425,0
7.84,1.22717e+09,1.22717e+09,-193702,-818.052,0,-49540.9,-209.354,0,-49506.2,-209.183,0,-6326.36,-26.7425,0
7.85,1.23031e+09,1.23031e+09,-194197,-820.145,0,-49604.1,-209.621,0,-49569.5,-209.451,0,-6326.36,-26.7425,0
7.86,1.23345e+09,1.23345e+09,-194693,-822.241,0,-49667.4,-209.889,0,-49632.8,-209.718,0,-6326.36,-26.7425,0
7.87,1.23659e+09,1.23659e+09,-195190,-824.34,0,-49730.7,-210.156,0,-49696,-209.986,0,-6326.36,-26.7425,0
7.88,1.23974e+09,1.23974e+09,-195687,-826.441,0,-49793.9,-210.424,0,-49759.3,-210.253,0,-6326.36,-26.7425,0
7.89,1.24289e+09,1.24289e+09,-196185,-828.545,0,-49857.2,-210.691,0,-49822.6,-210.52,0,-6326.36,-26.7425,0
7.9,1.24605e+09,1.24605e+09,-196683,-830.651,0,-49920.5,-210.959,0,-49885.8,-210.788,0,-6326.36,-26.7425,0
7.91,1.24921e+09,1.24921e+09,-197183,-832.76,0,-49983.7,-211.226,0,-49949.1,-211.055,0,-6326.36,-26.7425,0
7.92,1.25237e+09,1.25237e+09,-197682,-834.872,0,-50047,-211.493,0,-50012.3,-211.323,0,-6326.36,-26.7425,0
7.93,1.25554e+09,1.25554e+09,-198183,-836.987,0,-50110.3,-211.761,0,-50075.6,-211.59,0,-6326.36,-26.7425,0
7.94,1.25871e+09,1.25871e+09,-198684,-839.104,0,-50173.5,-212.028,0,-50138.9,-211.858,0,-6326.36,-26.7425,0
7.95,1.26189e+09,1.26189e+09,-199186,-841.224,0,-50236.8,-212.296,0,-50202.1,-212.125,0,-6326.36,-26.7425,0
7.96,1.26507e+09,1.26507e+09,-199688,-843.347,0,-50300,-212.563,0,-50265.4,-212.392,0,-6326.36,-26.7425,0
7.97,1.26825e+09,1.26825e+09,-200191,-845.472,0,-50363.3,-212.831,0,-50328.7,-212.66,0,-6326.36,-26.7425,0
7.98,1.27144e+09,1.27144e+09,-200695,-847.6,0,-50426.6,-213.098,0,-50391.9,-212.927,0,-6326.36,-26.7425,0
7.99,1.27463e+09,1.27463e+09,-201199,-849.73,0,-50489.8,-213.365,0,-50455.2,-213.195,0,-6326.36,-26.7425,0
8,1.27783e+09,1.27783e+09,-201704,-851.864,0,-50553.1,-213.633,0,-50518.5,-213.462,0,-6326.36,-26.7425,0
8.01,1.28103e+09,1.28103e+09,-202209,-854,0,-50616.4,-213.9,0,-50581.7,-213.73,0,-6326.36,-26.7425,0
8.02,1.28424e+09,1.28424e+09,-202715,-856.138,0,-50679.6,-214.168,0,-50645,-213.997,0,-6326.36,-26.7425,0
8.03,1.28744e+09,1.28744e+09,-203222,-858.28,0,-50742.9,-214.435,0,-50708.2,-214.264,0,-6326.36,-26.7425,0
8.04,1.29066e+09,1.29066e+09,-203729,-860.424,0,-50806.2,-214.703,0,-50771.5,-214.532,0,-6326.36,-26.7425,0
8.05,1.29387e+09,1.29387e+09,-204237,-862.57,0,-50869.4,-214.97,0,-50834.8,-214.799,0,-6326.36,-26.7425,0
8.06,1.29709e+09,1.29709e+09,-204746,-864.72,0,-50932.7,-215.237,0,-50898,-215.067,0,-6326.36,-26.7425,0
8.07,1.30032e+09,1.30032e+09,-205255,-866.872,0,-50995.9,-215.505,0,-50961.3,-215.334,0,-6326.36,-26.7425,0
8.08,1.30354e+09,1.30354e+09,-205765,-869.026,0,-51059.2,-215.772,0,-51024.6,-215.602,0,-6326.36,-26.7425,0
8.09,1.30678e+09,1.30678e+09,-206276,-871.184,0,-51122.5,-216.04,0,-51087.8,-215.869,0,-6326.36,-26.7425,0
8.1,1.31001e+09,1.31001e+09,-206787,-873.344,0,-51185.7,-216.307,0,-51151.1,-216.136,0,-6326.36,-26.7425,0
8.11,1.31325e+09,1.31325e+09,-207299,-875.506,0,-51249,-216.574,0,-51214.4,-216.404,0,-6326.36,-26.7425,0
8.12,1.3165e+09,1.3165e+09,-207811,-877.672,0,-51312.3,-216.842,0,-51277.6,-216.671,0,-6326.36,-26.7425,0
8.13,1.31975e+09,1.31975e+09,-208324,-879.84,0,-51375.5,-217.109,0,-51340.9,-216.939,0,-6326.36,-26.7425,0
8.14,1.323e+09,1.323e+09,-208838,-882.01,0,-51438.8,-217.377,0,-51404.1,-217.206,0,-6326.36,-26.7425,0
8.15,1.32625e+09,1.32625e+09,-209353,-884.184,0,-51502.1,-217.644,0,-51467.4,-217.473,0,-6326.36,-26.7425,0
8.16,1.32951e+09,1.32951e+09,-209868,-886.36,0,-51565.3,-217.912,0,-51530.7,-217.741,0,-6326.36,-26.7425,0
8.17,1.33278e+09,1.33278e+09,-210383,-888.539,0,-51628.6,-218.179,0,-51593.9,-218.008,0,-6326.36,-26.7425,0
8.18,1.33605e+09,1.33605e+09,-210899,-890.72,0,-51691.8,-218.446,0,-51657.2,-218.276,0,-6326.36,-26.7425,0
8.19,1.33932e+09,1.33932e+09,-211416,-892.904,0,-51755.1,-218.714,0,-51720.5,-218.543,0,-6326.36,-26.7425,0
8.2,1.3426e+09,1.3426e+09,-211934,-895.091,0,-51818.4,-218.981,0,-51783.7,-218.811,0,-6326.36,-26.7425,0
8.21,1.34588e+09,1.34588e+09,-212452,-897.28,0,-51881.6,-219.249,0,-51847,-219.078,0,-6326.36,-26.7425,0
8.22,1.34916e+09,1.34916e+09,-212971,-899.473,0,-51944.9,-219.516,0,-51910.3,-219.345,0,-6326.36,-26.7425,0
8.23,1.35245e+09,1.35245e+09,-213490,-901.667,0,-52008.2,-219.784,0,-51973.5,-219.613,0,-6326.36,-26.7425,0
8.24,1.35574e+09,1.35574e+09,-214010,-903.865,0,-52071.4,-220.051,0,-52036.8,-219.88,0,-6326.36,-26.7425,0
8.25,1.35904e+09,1.35904e+09,-214531,-906.065,0,-52134.7,-220.318,0,-52100,-220.148,0,-6326.36,-26.7425,0
8.26,1.36234e+09,1.36234e+09,-215052,-908.268,0,-52198,-220.586,0,-52163.3,-220.415,0,-6326.36,-26.7425,0
8.27,1.36564e+09,1.36564e+09,-215574,-910.473,0,-52261.2,-220.853,0,-52226.6,-220.683,0,-6326.36,-26.7425,0
8.28,1.36895e+09,1.36895e+09,-216097,-912.681,0,-52324.5,-221.121,0,-52289.8,-220.95,0,-6326.36,-26.7425,0
8.29,1.37226e+09,1.37226e+09,-216620,-914.892,0,-52387.7,-221.388,0,-52353.1,-221.217,0,-6326.36,-26.7425,0
8.3,1.37558e+09,1.37558e+09,-217144,-917.106,0,-52451,-221.656,0,-52416.4,-221.485,0,-6326.36,-26.7425,0
8.31,1.3789e+09,1.3789e+09,-217668,-919.322,0,-52514.3,-221.923,0,-52479.6,-221.752,0,-6326.36,-26.7425,0
8.32,1.38222e+09,1.38222e+09,-218193,-921.541,0,-52577.5,-222.19,0,-52542.9,-222.02,0,-6326.36,-26.7425,0
8.33,1.38555e+09,1.38555e+09,-218719,-923.762,0,-52640.8,-222.458,0,-52606.1,-222.287,0,-6326.36,-26.7425,0
8.34,1.38888e+09,1.38888e+09,-219246,-925.987,0,-52704.1,-222.725,0,-52669.4,-222.555,0,-6326.36,-26.7425,0
8.35,1.39222e+09,1.39222e+09,-219773,-928.213,0,-52767.3,-222.993,0,-52732.7,-222.822,0,-6326.36,-26.7425,0
8.36,1.39556e+09,1.39556e+09,-220300,-930.443,0,-52830.6,-223.26,0,-52795.9,-223.089,0,-6326.36,-26.7425,0
8.37,1.3989e+09,1.3989e+09,-220828,-932.675,0,-52893.9,-223.528,0,-52859.2,-223.357,0,-6326.36,-26.7425,0
8.38,1.40225e+09,1.40225e+09,-221357,-934.91,0,-52957.1,-223.795,0,-52922.5,-223.624,0,-6326.36,-26.7425,0
8.39,1.40561e+09,1.40561e+09,-221887,-937.148,0,-53020.4,-224.062,0,-52985.7,-223.892,0,-6326.36,-26.7425,0
8.4,1.40896e+09,1.40896e+09,-222417,-939.388,0,-53083.6,-224.33,0,-53049,-224.159,0,-6326.36,-26.7425,0
8.41,1.41232e+09,1.41232e+09,-222948,-941.631,0,-53146.9,-224.597,0,-53112.3,-224.427,0,-6326.36,-26.7425,0
8.42,1.41569e+09,1.41569e+09,-223479,-943.876,0,-53210.2,-224.865,0,-53175.5,-224.694,0,-6326.36,-26.7425,0
8.43,1.41905e+09,1.41905e+09,-224011,-946.125,0,-53273.4,-225.132,0,-53238.8,-224.961,0,-6326.36,-26.7425,0
8.44,1.42243e+09,1.42243e+09,-224544,-948.376,0,-53336.7,-225.4,0,-53302,-225.229,0,-6326.36,-26.7425,0
8.45,1.4258e+09,1.4258e+09,-225077,-950.629,0,-53400,-225.667,0,-53365.3,-225.496,0,-6326.36,-26.7425,0
8.46,1.42918e+09,1.42918e+09,-225611,-952.886,0,-53463.2,-225.934,0,-53428.6,-225.764,0,-6326.36,-26.7425,0
8.47,1.43257e+09,1.43257e+09,-226146,-955.145,0,-53526.5,-226.202,0,-53491.8,-226.031,0,-6326.36,-26.7425,0
8.48,1.43596e+09,1.43596e+09,-226681,-957.406,0,-53589.7,-226.469,0,-53555.1,-226.299,0,-6326.36,-26.7425,0
8.49,1.43935e+09,1.43935e+09,-227217,-959.671,0,-53653,-226.737,0,-53618.4,-226.566,0,-6326.36,-26.7425,0
8.5,1.44275e+09,1.44275e+09,-227754,-961.938,0,-53716.3,-227.004,0,-53681.6,-226.833,0,-6326.36,-26.7425,0
8.51,1.44615e+09,1.44615e+09,-228291,-964.207,0,-53779.5,-227.271,0,-53744.9,-227.101,0,-6326.36,-26.7425,0
8.52,1.44955e+09,1.44955e+09,-228829,-966.48,0,-53842.8,-227.539,0,-53808.2,-227.368,0,-6326.36,-26.7425,0
8.53,1.45296e+09,1.45296e+09,-229367,-968.755,0,-53906.1,-227.806,0,-53871.4,-227.636,0,-6326.36,-26.7425,0
8.54,1.45637e+09,1.45637e+09,-229906,-971.032,0,-53969.3,-228.074,0,-53934.7,-227.903,0,-6326.36,-26.7425,0
8.55,1.45979e+09,1.45979e+09,-230446,-973.313,0,-54032.6,-228.341,0,-53997.9,-228.17,0,-6326.36,-26.7425,0
8.56,1.46321e+09,1.46321e+09,-230986,-975.596,0,-54095.9,-228.609,0,-54061.2,-228.438,0,-6326.36,-26.7425,0
8.57,1.46663e+09,1.46663e+09,-231527,-977.881,0,-54159.1,-228.876,0,-54124.5,-228.705,0,-6326.36,-26.7425,0
8.58,1.47006e+09,1.47006e+09,-232068,-980.17,0,-54222.4,-229.143,0,-54187.7,-228.973,0,-6326.36,-26.7425,0
8.59,1.47349e+09,1.47349e+09,-232611,-982.461,0,-54285.6,-229.411,0,-54251,-229.24,0,-6326.36,-26.7425,0
8.6,1.47693e+09,1.47693e+09,-233153,-984.755,0,-54348.9,-229.678,0,-54314.3,-229.508,0,-6326.36,-26.7425,0
8.61,1.48037e+09,1.48037e+09,-233697,-987.051,0,-54412.2,-229.946,0,-54377.5,-229.775,0,-6326.36,-26.7425,0
8.62,1.48381e+09,1.48381e+09,-234241,-989.35,0,-54475.4,-230.213,0,-54440.8,-230.042,0,-6326.36,-26.7425,0
8.63,1.48726e+09,1.48726e+09,-234786,-991.652,0,-54538.7,-230.481,0,-54504.1,-230.31,0,-6326.36,-26.7425,0
8.64,1.49071e+09,1.49071e+09,-235331,-993.956,0,-54602,-230.748,0,-54567.3,-230.577,0,-6326.36,-26.7425,0
8.65,1.49417e+09,1.49417e+09,-235877,-996.263,0,-54665.2,-231.015,0,-54630.6,-230.845,0,-6326.36,-26.7425,0
8.66,1.49763e+09,1.49763e+09,-236424,-998.573,0,-54728.5,-231.283,0,-54693.8,-231.112,0,-6326.36,-26.7425,0
8.67,1.5011e+09,1.5011e+09,-236971,-1000.89,0,-54791.8,-231.55,0,-54757.1,-231.38,0,-6326.36,-26.7425,0
8.68,1.50456e+09,1.50456e+09,-237519,-1003.2,0,-54855,-231.818,0,-54820.4,-231.647,0,-6326.36,-26.7425,0
8.69,1.50804e+09,1.50804e+09,-238067,-1005.52,0,-54918.3,-232.085,0,-54883.6,-231.914,0,-6326.36,-26.7425,0
8.7,1.51151e+09,1.51151e+09,-238617,-1007.84,0,-54981.5,-232.353,0,-54946.9,-232.182,0,-6326.36,-26.7425,0
8.71,1.51499e+09,1.51499e+09,-239166,-1010.16,0,-55044.8,-232.62,0,-55010.2,-232.449,0,-6326.36,-26.7425,0
8.72,1.51848e+09,1.51848e+09,-239717,-1012.49,0,-55108.1,-232.887,0,-55073.4,-232.717,0,-6326.36,-26.7425,0
8.73,1.52197e+09,1.52197e+09,-240268,-1014.82,0,-55171.3,-233.155,0,-55136.7,-232.984,0,-6326.36,-26.7425,0
8.74,1.52546e+09,1.52546e+09,-240819,-1017.15,0,-55234.6,-233.422,0,-55200,-233.252,0,-6326.36,-26.7425,0
8.75,1.52895e+09,1.52895e+09,-241372,-1019.48,0,-55297.9,-233.69,0,-55263.2,-233.519,0,-6326.36,-26.7425,0
8.76,1.53245e+09,1.53245e+09,-241925,-1021.82,0,-55361.1,-233.957,0,-55326.5,-233.786,0,-6326.36,-26.7425,0
8.77,1.53596e+09,1.53596e+09,-242478,-1024.16,0,-55424.4,-234.225,0,-55389.7,-234.054,0,-6326.36,-26.7425,0
8.78,1.53947e+09,1.53947e+09,-243033,-1026.5,0,-55487.7,-234.492,0,-55453,-234.321,0,-6326.36,-26.7425,0
8.79,1.54298e+09,1.54298e+09,-243587,-1028.84,0,-55550.9,-234.759,0,-55516.3,-234.589,0,-6326.36,-26.7425,0
8.8,1.5465e+09,1.5465e+09,-244143,-1031.19,0,-55614.2,-235.027,0,-55579.5,-234.856,0,-6326.36,-26.7425,0
8.81,1.55002e+09,1.55002e+09,-244699,-1033.54,0,-55677.4,-235.294,0,-55642.8,-235.124,0,-6326.36,-26.7425,0
8.82,1.55354e+09,1.55354e+09,-245256,-1035.89,0,-55740.7,-235.562,0,-55706.1,-235.391,0,-6326.36,-26.7425,0
8.83,1.55707e+09,1.55707e+09,-245813,-1038.25,0,-55804,-235.829,0,-55769.3,-235.658,0,-6326.36,-26.7425,0
8.84,1.5606e+09,1.5606e+09,-246371,-1040.61,0,-55867.2,-236.097,0,-55832.6,-235.926,0,-6326.36,-26.7425,0
8.85,1.56414e+09,1.56414e+09,-246930,-1042.97,0,-55930.5,-236.364,0,-55895.9,-236.193,0,-6326.36,-26.7425,0
8.86,1.56768e+09,1.56768e+09,-247489,-1045.33,0,-55993.8,-236.631,0,-55959.1,-236.461,0,-6326.36,-26.7425,0
8.87,1.57122e+09,1.57122e+09,-248049,-1047.7,0,-56057,-236.899,0,-56022.4,-236.728,0,-6326.36,-26.7425,0
8.88,1.57477e+09,1.57477e+09,-248609,-1050.07,0,-56120.3,-237.166,0,-56085.6,-236.996,0,-6326.36,-26.7425,0
8.89,1.57832e+09,1.57832e+09,-249171,-1052.44,0,-56183.6,-237.434,0,-56148.9,-237.263,0,-6326.36,-26.7425,0
8.9,1.58188e+09,1.58188e+09,-249732,-1054.81,0,-56246.8,-237.701,0,-56212.2,-237.53,0,-6326.36,-26.7425,0
8.91,1.58544e+09,1.58544e+09,-250295,-1057.19,0,-56310.1,-237.968,0,-56275.4,-237.798,0,-6326.36,-26.7425,0
8.92,1.58901e+09,1.58901e+09,-250858,-1059.57,0,-56373.3,-238.236,0,-56338.7,-238.065,0,-6326.36,-26.7425,0
8.93,1.59257e+09,1.59257e+09,-251422,-1061.95,0,-56436.6,-238.503,0,-56402,-238.333,0,-6326.36,-26.7425,0
8.94,1.59615e+09,1.59615e+09,-251986,-1064.33,0,-56499.9,-238.771,0,-56465.2,-238.6,0,-6326.36,-26.7425,0
8.95,1.59972e+09,1.59972e+09,-252551,-1066.72,0,-56563.1,-239.038,0,-56528.5,-238.868,0,-6326.36,-26.7425,0
8.96,1.6033e+09,1.6033e+09,-253117,-1069.11,0,-56626.4,-239.306,0,-56591.8,-239.135,0,-6326.36,-26.7425,0
8.97,1.60689e+09,1.60689e+09,-253683,-1071.5,0,-56689.7,-239.573,0,-56655,-239.402,0,-6326.36,-26.7425,0
8.98,1.61048e+09,1.61048e+09,-254250,-1073.9,0,-56752.9,-239.84,0,-56718.3,-239.67,0,-6326.36,-26.7425,0
8.99,1.61407e+09,1.61407e+09,-254817,-1076.3,0,-56816.2,-240.108,0,-56781.5,-239.937,0,-6326.36,-26.7425,0
9,1.61767e+09,1.61767e+09,-255385,-1078.7,0,-56879.5,-240.375,0,-56844.8,-240.205,0,-6326.36,-26.7425,0
9.01,1.62127e+09,1.62127e+09,-255954,-1081.1,0,-56942.7,-240.643,0,-56908.1,-240.472,0,-6326.36,-26.7425,0
9.02,1.62487e+09,1.62487e+09,-256523,-1083.51,0,-57006,-240.91,0,-56971.3,-240.739,0,-6326.36,-26.7425,0
9.03,1.62848e+09,1.62848e+09,-257093,-1085.92,0,-57069.2,-241.178,0,-57034.6,-241.007,0,-6326.36,-26.7425,0
9.04,1.63209e+09,1.63209e+09,-257664,-1088.33,0,-57132.5,-241.445,0,-57097.9,-241.274,0,-6326.36,-26.7425,0
9.05,1.63571e+09,1.63571e+09,-258235,-1090.74,0,-57195.8,-241.712,0,-57161.1,-241.542,0,-6326.36,-26.7425,0
9.06,1.63933e+09,1.63933e+09,-258807,-1093.16,0,-57259,-241.98,0,-57224.4,-241.809,0,-6326.36,-26.7425,0
9.07,1.64295e+09,1.64295e+09,-259380,-1095.58,0,-57322.3,-242.247,0,-57287.7,-242.077,0,-6326.36,-26.7425,0
9.08,1.64658e+09,1.64658e+09,-259953,-1098,0,-57385.6,-242.515,0,-57350.9,-242.344,0,-6326.36,-26.7425,0
9.09,1.65021e+09,1.65021e+09,-260527,-1100.42,0,-57448.8,-242.782,0,-57414.2,-242.611,0,-6326.36,-26.7425,0
9.1,1.65385e+09,1.65385e+09,-261101,-1102.85,0,-57512.1,-243.05,0,-57477.4,-242.879,0,-6326.36,-26.7425,0
9.11,1.65749e+09,1.65749e+09,-261676,-1105.28,0,-57575.4,-243.317,0,-57540.7,-243.146,0,-6326.36,-26.7425,0
9.12,1.66113e+09,1.66113e+09,-262252,-1107.71,0,-57638.6,-243.584,0,-57604,-243.414,0,-6326.36,-26.7425,0
9.13,1.66478e+09,1.66478e+09,-262829,-1110.15,0,-57701.9,-243.852,0,-57667.2,-243.681,0,-6326.36,-26.7425,0
9.14,1.66844e+09,1.66844e+09,-263406,-1112.59,0,-57765.1,-244.119,0,-57730.5,-243.949,0,-6326.36,-26.7425,0
9.15,1.67209e+09,1.67209e+09,-263983,-1115.03,0,-57828.4,-244.387,0,-57793.8,-244.216,0,-6326.36,-26.7425,0
9.16,1.67575e+09,1.67575e+09,-264561,-1117.47,0,-57891.7,-244.654,0,-57857,-244.483,0,-6326.36,-26.7425,0
9.17,1.67942e+09,1.67942e+09,-265140,-1119.92,0,-57954.9,-244.922,0,-57920.3,-244.751,0,-6326.36,-26.7425,0
9.18,1.68309e+09,1.68309e+09,-265720,-1122.37,0,-58018.2,-245.189,0,-57983.6,-245.018,0,-6326.36,-26.7425,0
9.19,1.68676e+09,1.68676e+09,-266300,-1124.82,0,-58081.5,-245.456,0,-58046.8,-245.286,0,-6326.36,-26.7425,0
9.2,1.69043e+09,1.69043e+09,-266881,-1127.27,0,-58144.7,-245.724,0,-58110.1,-245.553,0,-6326.36,-26.7425,0
9.21,1.69412e+09,1.69412e+09,-267462,-1129.73,0,-58208,-245.991,0,-58173.3,-245.821,0,-6326.36,-26.7425,0
9.22,1.6978e+09,1.6978e+09,-268044,-1132.19,0,-58271.3,-246.259,0,-58236.6,-246.088,0,-6326.36,-26.7425,0
9.23,1.70149e+09,1.70149e+09,-268627,-1134.65,0,-58334.5,-246.526,0,-58299.9,-246.355,0,-6326.36,-26.7425,0
9.24,1.70518e+09,1.70518e+09,-269210,-1137.12,0,-58397.8,-246.794,0,-58363.1,-246.623,0,-6326.36,-26.7425,0
9.25,1.70888e+09,1.70888e+09,-269794,-1139.58,0,-58461,-247.061,0,-58426.4,-246.89,0,-6326.36,-26.7425,0
9.26,1.71258e+09,1.71258e+09,-270379,-1142.05,0,-58524.3,-247.328,0,-58489.7,-247.158,0,-6326.36,-26.7425,0
9.27,1.71628e+09,1.71628e+09,-270964,-1144.53,0,-58587.6,-247.596,0,-58552.9,-247.425,0,-6326.36,-26.7425,0
9.28,1.71999e+09,1.71999e+09,-271550,-1147,0,-58650.8,-247.863,0,-58616.2,-247.693,0,-6326.36,-26.7425,0
9.29,1.7237e+09,1.7237e+09,-272136,-1149.48,0,-58714.1,-248.131,0,-58679.5,-247.96,0,-6326.36,-26.7425,0
9.3,1.72742e+09,1.72742e+09,-272723,-1151.96,0,-58777.4,-248.398,0,-58742.7,-248.227,0,-6326.36,-26.7425,0
9.31,1.73114e+09,1.73114e+09,-273311,-1154.45,0,-58840.6,-248.665,0,-58806,-248.495,0,-6326.36,-26.7425,0
9.32,1.73487e+09,1.73487e+09,-273900,-1156.93,0,-58903.9,-248.933,0,-58869.2,-248.762,0,-6326.36,-26.7425,0
9.33,1.73859e+09,1.73859e+09,-274489,-1159.42,0,-58967.2,-249.2,0,-58932.5,-249.03,0,-6326.36,-26.7425,0
9.34,1.74233e+09,1.74233e+09,-275078,-1161.91,0,-59030.4,-249.468,0,-58995.8,-249.297,0,-6326.36,-26.7425,0
9.35,1.74606e+09,1.74606e+09,-275668,-1164.41,0,-59093.7,-249.735,0,-59059,-249.565,0,-6326.36,-26.7425,0
9.36,1.7498e+09,1.7498e+09,-276259,-1166.9,0,-59156.9,-250.003,0,-59122.3,-249.832,0,-6326.36,-26.7425,0
9.37,1.75355e+09,1.75355e+09,-276851,-1169.4,0,-59220.2,-250.27,0,-59185.6,-250.099,0,-6326.36,-26.7425,0
9.38,1.7573e+09,1.7573e+09,-277443,-1171.91,0,-59283.5,-250.537,0,-59248.8,-250.367,0,-6326.36,-26.7425,0
9.39,1.76105e+09,1.76105e+09,-278036,-1174.41,0,-59346.7,-250.805,0,-59312.1,-250.634,0,-6326.36,-26.7425,0
9.4,1.76481e+09,1.76481e+09,-278629,-1176.92,0,-59410,-251.072,0,-59375.4,-250.902,0,-6326.36,-26.7425,0
9.41,1.76857e+09,1.76857e+09,-279223,-1179.43,0,-59473.3,-251.34,0,-59438.6,-251.169,0,-6326.36,-26.7425,0
9.42,1.77233e+09,1.77233e+09,-279818,-1181.94,0,-59536.5,-251.607,0,-59501.9,-251.436,0,-6326.36,-26.7425,0
9.43,1.7761e+09,1.7761e+09,-280413,-1184.46,0,-59599.8,-251.875,0,-59565.1,-251.704,0,-6326.36,-26.7425,0
9.44,1.77987e+09,1.77987e+09,-281009,-1186.98,0,-59663.1,-252.142,0,-59628.4,-251.971,0,-6326.36,-26.7425,0
9.45,1.78365e+09,1.78365e+09,-281606,-1189.5,0,-59726.3,-252.409,0,-59691.7,-252.239,0,-6326.36,-26.7425,0
9.46,1.78743e+09,1.78743e+09,-282203,-1192.02,0,-59789.6,-252.677,0,-59754.9,-252.506,0,-6326.36,-26.7425,0
9.47,1.79121e+09,1.79121e+09,-282801,-1194.55,0,-59852.8,-252.944,0,-59818.2,-252.774,0,-6326.36,-26.7425,0
9.48,1.795e+09,1.795e+09,-283400,-1197.08,0,-59916.1,-253.212,0,-59881.5,-253.041,0,-6326.36,-26.7425,0
9.49,1.79879e+09,1.79879e+09,-283999,-1199.61,0,-59979.4,-253.479,0,-59944.7,-253.308,0,-6326.36,-26.7425,0
9.5,1.80259e+09,1.80259e+09,-284598,-1202.14,0,-60042.6,-253.747,0,-60008,-253.576,0,-6326.36,-26.7425,0
9.51,1.80639e+09,1.80639e+09,-285199,-1204.68,0,-60105.9,-254.014,0,-60071.3,-253.843,0,-6326.36,-26.7425,0
9.52,1.8102e+09,1.8102e+09,-285800,-1207.22,0,-60169.2,-254.281,0,-60134.5,-254.111,0,-6326.36,-26.7425,0
9.53,1.81401e+09,1.81401e+09,-286402,-1209.76,0,-60232.4,-254.549,0,-60197.8,-254.378,0,-6326.36,-26.7425,0
9.54,1.81782e+09,1.81782e+09,-287004,-1212.31,0,-60295.7,-254.816,0,-60261,-254.646,0,-6326.36,-26.7425,0
9.55,1.82163e+09,1.82163e+09,-287607,-1214.85,0,-60359,-255.084,0,-60324.3,-254.913,0,-6326.36,-26.7425,0
9.56,1.82545e+09,1.82545e+09,-288210,-1217.4,0,-60422.2,-255.351,0,-60387.6,-255.18,0,-6326.36,-26.7425,0
9.57,1.82928e+09,1.82928e+09,-288815,-1219.96,0,-60485.5,-255.619,0,-60450.8,-255.448,0,-6326.36,-26.7425,0
9.58,1.83311e+09,1.83311e+09,-289419,-1222.51,0,-60548.7,-255.886,0,-60514.1,-255.715,0,-6326.36,-26.7425,0
9.59,1.83694e+09,1.83694e+09,-290025,-1225.07,0,-60612,-256.153,0,-60577.4,-255.983,0,-6326.36,-26.7425,0
9.6,1.84078e+09,1.84078e+09,-290631,-1227.63,0,-60675.3,-256.421,0,-60640.6,-256.25,0,-6326.36,-26.7425,0
9.61,1.84462e+09,1.84462e+09,-291238,-1230.2,0,-60738.5,-256.688,0,-60703.9,-256.518,0,-6326.36,-26.7425,0
9.62,1.84846e+09,1.84846e+09,-291845,-1232.76,0,-60801.8,-256.956,0,-60767.2,-256.785,0,-6326.36,-26.7425,0
9.63,1.85231e+09,1.85231e+09,-292453,-1235.33,0,-60865.1,-257.223,0,-60830.4,-257.052,0,-6326.36,-26.7425,0
9.64,1.85616e+09,1.85616e+09,-293062,-1237.9,0,-60928.3,-257.491,0,-60893.7,-257.32,0,-6326.36,-26.7425,0
9.65,1.86002e+09,1.86002e+09,-293671,-1240.48,0,-60991.6,-257.758,0,-60956.9,-257.587,0,-6326.36,-26.7425,0
9.66,1.86388e+09,1.86388e+09,-294281,-1243.06,0,-61054.9,-258.025,0,-61020.2,-257.855,0,-6326.36,-26.7425,0
9.67,1.86775e+09,1.86775e+09,-294891,-1245.64,0,-61118.1,-258.293,0,-61083.5,-258.122,0,-6326.36,-26.7425,0
9.68,1.87161e+09,1.87161e+09,-295502,-1248.22,0,-61181.4,-258.56,0,-61146.7,-258.39,0,-6326.36,-26.7425,0
9.69,1.87549e+09,1.87549e+09,-296114,-1250.8,0,-61244.6,-258.828,0,-61210,-258.657,0,-6326.36,-26.7425,0
9.7,1.87936e+09,1.87936e+09,-296727,-1253.39,0,-61307.9,-259.095,0,-61273.3,-258.924,0,-6326.36,-26.7425,0
9.71,1.88324e+09,1.88324e+09,-297340,-1255.98,0,-61371.2,-259.362,0,-61336.5,-259.192,0,-6326.36,-26.7425,0
9.72,1.88713e+09,1.88713e+09,-297953,-1258.58,0,-61434.4,-259.63,0,-61399.8,-259.459,0,-6326.36,-26.7425,0
9.73,1.89102e+09,1.89102e+09,-298568,-1261.17,0,-61497.7,-259.897,0,-61463.1,-259.727,0,-6326.36,-26.7425,0
9.74,1.89491e+09,1.89491e+09,-299183,-1263.77,0,-61561,-260.165,0,-61526.3,-259.994,0,-6326.36,-26.7425,0
9.75,1.89881e+09,1.89881e+09,-299798,-1266.37,0,-61624.2,-260.432,0,-61589.6,-260.262,0,-6326.36,-26.7425,0
