time,energy,energy_error,angle,angular_velocity
0.900127,2.87035,-1.68754e-14,-0.714874,-0.970645
0.902642,2.87035,-1.55431e-14,-0.717295,-0.954468
0.905168,2.87035,-1.5099e-14,-0.719685,-0.938176
0.907704,2.87035,-1.64313e-14,-0.722043,-0.921769
0.910251,2.87035,-1.64313e-14,-0.724371,-0.905248
0.91281,2.87035,-1.68754e-14,-0.726665,-0.888611
0.915379,2.87035,-1.55431e-14,-0.728927,-0.871861
0.91796,2.87035,-1.42109e-14,-0.731155,-0.854996
0.920551,2.87035,-1.33227e-14,-0.733349,-0.838017
0.923154,2.87035,-1.37668e-14,-0.735508,-0.820925
0.925767,2.87035,-1.33227e-14,-0.737631,-0.80372
0.928392,2.87035,-1.33227e-14,-0.739717,-0.786402
0.931027,2.87035,-1.5099e-14,-0.741767,-0.768972
0.933674,2.87035,-1.46549e-14,-0.743779,-0.751432
0.936331,2.87035,-1.46549e-14,-0.745752,-0.733781
0.938999,2.87035,-1.46549e-14,-0.747686,-0.71602
0.941678,2.87035,-1.5099e-14,-0.74958,-0.698151
0.944368,2.87035,-1.59872e-14,-0.751434,-0.680174
0.947068,2.87035,-1.73195e-14,-0.753246,-0.662091
0.949779,2.87035,-1.73195e-14,-0.755016,-0.643903
0.9525,2.87035,-1.77636e-14,-0.756744,-0.62561
0.955231,2.87035,-1.68754e-14,-0.758427,-0.607216
0.957973,2.87035,-1.86517e-14,-0.760067,-0.58872
0.960725,2.87035,-1.86517e-14,-0.761661,-0.570125
0.963486,2.87035,-1.77636e-14,-0.76321,-0.551433
0.966257,2.87035,-1.90958e-14,-0.764712,-0.532646
0.969038,2.87035,-1.95399e-14,-0.766167,-0.513765
0.971828,2.87035,-2.04281e-14,-0.767574,-0.494792
0.974627,2.87035,-2.04281e-14,-0.768932,-0.475731
0.977435,2.87035,-2.22045e-14,-0.770241,-0.456583
0.980252,2.87035,-2.22045e-14,-0.7715,-0.437351
0.983077,2.87035,-2.30926e-14,-0.772708,-0.418037
0.98591,2.87035,-2.35367e-14,-0.773865,-0.398645
0.98875,2.87035,-2.26485e-14,-0.77497,-0.379177
0.991598,2.87035,-2.39808e-14,-0.776022,-0.359637
0.994454,2.87035,-2.44249e-14,-0.777021,-0.340027
0.997316,2.87035,-2.44249e-14,-0.777966,-0.320351
1.00018,2.87035,-2.4869e-14,-0.778856,-0.300613
1.00306,2.87035,-2.57572e-14,-0.779692,-0.280815
1.00594,2.87035,-2.70894e-14,-0.780472,-0.260962
1.00882,2.87035,-2.62013e-14,-0.781197,-0.241058
1.01172,2.87035,-2.79776e-14,-0.781864,-0.221106
1.01461,2.87035,-2.84217e-14,-0.782476,-0.201109
1.01751,2.87035,-2.84217e-14,-0.78303,-0.181074
1.02041,2.87035,-2.88658e-14,-0.783526,-0.161002
1.02332,2.87035,-2.88658e-14,-0.783965,-0.1409
1.02623,2.87035,-2.9754e-14,-0.784345,-0.12077
1.02914,2.87035,-2.93099e-14,-0.784667,-0.100618
1.03205,2.87035,-3.06422e-14,-0.784931,-0.0804478
1.03496,2.87035,-3.06422e-14,-0.785136,-0.0602638
1.03788,2.87035,-3.06422e-14,-0.785282,-0.0400705
1.04079,2.87035,-3.06422e-14,-0.78537,-0.0198726
1.04371,2.87035,-3.01981e-14,-0.785398,0.000325637
1.04662,2.87035,-3.01981e-14,-0.785368,0.0205195
1.04953,2.87035,-3.19744e-14,-0.785279,0.0407046
1.05245,2.87035,-3.15303e-14,-0.785131,0.0608765
1.05536,2.87035,-3.33067e-14,-0.784924,0.0810306
1.05826,2.87035,-3.28626e-14,-0.784659,0.101163
1.06117,2.87035,-3.33067e-14,-0.784337,0.121268
1.06407,2.87035,-3.4639e-14,-0.783956,0.141343
1.06696,2.87035,-3.33067e-14,-0.783517,0.161383
1.06986,2.87035,-3.5083e-14,-0.783021,0.181384
1.07274,2.87035,-3.4639e-14,-0.782469,0.201341
1.07563,2.87035,-3.55271e-14,-0.78186,0.221252
1.0785,2.87035,-3.59712e-14,-0.781195,0.241112
1.08137,2.87035,-3.68594e-14,-0.780474,0.260917
1.08424,2.87035,-3.73035e-14,-0.779698,0.280663
1.0871,2.87035,-3.73035e-14,-0.778868,0.300348
1.08995,2.87035,-3.73035e-14,-0.777984,0.319968
1.09279,2.87035,-3.81917e-14,-0.777046,0.33952
1.09563,2.87035,-3.73035e-14,-0.776055,0.358999
1.09846,2.87035,-3.86358e-14,-0.775012,0.378405
1.10128,2.87035,-3.73035e-14,-0.773918,0.397732
1.10409,2.87035,-3.86358e-14,-0.772773,0.41698
1.10689,2.87035,-3.90799e-14,-0.771577,0.436145
1.10969,2.87035,-3.86358e-14,-0.770332,0.455224
1.11247,2.87035,-3.86358e-14,-0.769038,0.474216
1.11525,2.87035,-3.95239e-14,-0.767695,0.493117
1.11801,2.87035,-4.04121e-14,-0.766305,0.511927
1.12077,2.87035,-3.95239e-14,-0.764869,0.530643
1.12351,2.87035,-3.95239e-14,-0.763386,0.549263
1.12625,2.87035,-3.90799e-14,-0.761858,0.567785
1.12898,2.87035,-3.95239e-14,-0.760285,0.586208
1.13169,2.87035,-3.86358e-14,-0.758669,0.604531
1.1344,2.87035,-3.9968e-14,-0.757009,0.622751
1.13709,2.87035,-4.04121e-14,-0.755307,0.640867
1.13977,2.87035,-4.13003e-14,-0.753563,0.65888
1.14245,2.87035,-4.04121e-14,-0.751777,0.676786
1.14511,2.87035,-4.21885e-14,-0.749952,0.694585
1.14776,2.87035,-4.17444e-14,-0.748087,0.712277
1.1504,2.87035,-4.17444e-14,-0.746183,0.729861
1.15303,2.87035,-4.08562e-14,-0.744241,0.747335
1.15565,2.87035,-4.17444e-14,-0.742262,0.764699
1.15825,2.87035,-4.08562e-14,-0.740245,0.781953
1.16085,2.87035,-4.08562e-14,-0.738193,0.799096
1.16344,2.87035,-4.21885e-14,-0.736105,0.816127
1.16601,2.87035,-4.21885e-14,-0.733982,0.833047
1.16857,2.87035,-4.21885e-14,-0.731825,0.849854
1.17113,2.87035,-4.30767e-14,-0.729634,0.866549
1.17367,2.87035,-4.30767e-14,-0.727411,0.883131
1.1762,2.87035,-4.39648e-14,-0.725155,0.899601
1.17872,2.87035,-4.39648e-14,-0.722868,0.915958
1.18123,2.87035,-4.35207e-14,-0.720549,0.932202
1.18373,2.87035,-4.4853e-14,-0.7182,0.948333
1.18621,2.87035,-4.35207e-14,-0.715821,0.964351
1.18869,2.87035,-4.30767e-14,-0.713413,0.980257
1.19116,2.87035,-4.39648e-14,-0.710977,0.99605
1.19361,2.87035,-4.39648e-14,-0.708512,1.01173
1.19606,2.87035,-4.30767e-14,-0.706019,1.0273
1.19849,2.87035,-4.30767e-14,-0.703499,1.04275
1.20091,2.87035,-4.39648e-14,-0.700953,1.0581
1.20333,2.87035,-4.35207e-14,-0.698381,1.07333
1.20573,2.87035,-4.30767e-14,-0.695783,1.08845
1.20812,2.87035,-4.30767e-14,-0.69316,1.10346
1.21051,2.87035,-4.30767e-14,-0.690513,1.11836
1.21288,2.87035,-4.21885e-14,-0.687841,1.13315
1.21524,2.87035,-4.21885e-14,-0.685146,1.14783
1.2176,2.87035,-4.26326e-14,-0.682428,1.1624
1.21994,2.87035,-4.30767e-14,-0.679687,1.17686
1.22227,2.87035,-4.17444e-14,-0.676924,1.19121
1.2246,2.87035,-4.26326e-14,-0.674138,1.20545
1.22691,2.87035,-4.26326e-14,-0.671332,1.21958
1.22922,2.87035,-4.21885e-14,-0.668504,1.23361
1.23151,2.87035,-4.13003e-14,-0.665656,1.24753
1.2338,2.87035,-4.13003e-14,-0.662788,1.26135
1.23608,2.87035,-4.21885e-14,-0.6599,1.27505
1.23835,2.87035,-4.17444e-14,-0.656992,1.28866
1.24061,2.87035,-4.13003e-14,-0.654065,1.30215
1.24286,2.87035,-3.9968e-14,-0.65112,1.31554
1.2451,2.87035,-4.08562e-14,-0.648156,1.32883
1.24733,2.87035,-4.13003e-14,-0.645175,1.34202
1.24955,2.87035,-4.04121e-14,-0.642175,1.3551
1.25177,2.87035,-4.17444e-14,-0.639159,1.36807
1.25398,2.87035,-4.21885e-14,-0.636125,1.38095
1.25618,2.87035,-4.21885e-14,-0.633075,1.39372
1.25837,2.87035,-4.13003e-14,-0.630008,1.4064
1.26055,2.87035,-4.17444e-14,-0.626925,1.41897
1.26272,2.87035,-4.21885e-14,-0.623827,1.43144
1.26489,2.87035,-4.21885e-14,-0.620713,1.44382
1.26705,2.87035,-4.21885e-14,-0.617584,1.45609
1.2692,2.87035,-4.13003e-14,-0.61444,1.46826
1.27134,2.87035,-4.13003e-14,-0.611281,1.48034
1.27347,2.87035,-4.13003e-14,-0.608109,1.49232
1.2756,2.87035,-4.04121e-14,-0.604922,1.5042
1.27772,2.87035,-4.04121e-14,-0.601721,1.51599
1.27983,2.87035,-4.13003e-14,-0.598507,1.52767
1.28194,2.87035,-4.08562e-14,-0.595279,1.53927
1.28403,2.87035,-4.04121e-14,-0.592039,1.55077
1.28612,2.87035,-4.08562e-14,-0.588786,1.56217
1.28821,2.87035,-4.04121e-14,-0.58552,1.57348
1.29028,2.87035,-4.13003e-14,-0.582241,1.58469
1.29235,2.87035,-4.13003e-14,-0.578951,1.59582
1.29442,2.87035,-4.13003e-14,-0.575649,1.60685
1.29647,2.87035,-4.21885e-14,-0.572335,1.61778
1.29852,2.87035,-4.21885e-14,-0.569009,1.62863
1.30056,2.87035,-4.17444e-14,-0.565673,1.63938
1.3026,2.87035,-4.13003e-14,-0.562325,1.65005
1.30463,2.87035,-4.13003e-14,-0.558967,1.66062
1.30665,2.87035,-4.21885e-14,-0.555597,1.6711
1.30866,2.87035,-4.21885e-14,-0.552218,1.6815
1.31067,2.87035,-4.21885e-14,-0.548828,1.6918
1.31268,2.87035,-4.21885e-14,-0.545427,1.70202
1.31468,2.87035,-4.08562e-14,-0.542017,1.71214
1.31667,2.87035,-4.13003e-14,-0.538598,1.72218
1.31865,2.87035,-4.13003e-14,-0.535168,1.73213
1.32063,2.87035,-4.17444e-14,-0.53173,1.742
1.32261,2.87035,-4.08562e-14,-0.528282,1.75178
1.32457,2.87035,-4.08562e-14,-0.524825,1.76147
1.32654,2.87035,-4.04121e-14,-0.521359,1.77108
1.32849,2.87035,-3.95239e-14,-0.517884,1.7806
1.33044,2.87035,-3.9968e-14,-0.514401,1.79004
1.33239,2.87035,-4.04121e-14,-0.510909,1.79939
1.33433,2.87035,-3.95239e-14,-0.507409,1.80866
1.33626,2.87035,-3.95239e-14,-0.503901,1.81784
1.33819,2.87035,-3.9968e-14,-0.500384,1.82694
1.34012,2.87035,-4.04121e-14,-0.49686,1.83596
1.34204,2.87035,-4.04121e-14,-0.493329,1.84489
1.34395,2.87035,-4.04121e-14,-0.489789,1.85375
1.34586,2.87035,-4.04121e-14,-0.486242,1.86252
1.34776,2.87035,-3.95239e-14,-0.482688,1.87121
1.34966,2.87035,-4.13003e-14,-0.479126,1.87982
1.35156,2.87035,-4.13003e-14,-0.475558,1.88834
1.35345,2.87035,-4.04121e-14,-0.471982,1.89679
1.35533,2.87035,-4.08562e-14,-0.4684,1.90516
1.35721,2.87035,-3.95239e-14,-0.464811,1.91345
1.35909,2.87035,-4.04121e-14,-0.461215,1.92165
1.36096,2.87035,-4.04121e-14,-0.457613,1.92978
1.36282,2.87035,-4.04121e-14,-0.454004,1.93783
1.36468,2.87035,-4.04121e-14,-0.450389,1.9458
1.36654,2.87035,-4.13003e-14,-0.446768,1.9537
1.36839,2.87035,-4.04121e-14,-0.443141,1.96151
1.37024,2.87035,-4.13003e-14,-0.439508,1.96925
1.37209,2.87035,-4.21885e-14,-0.435869,1.97691
1.37393,2.87035,-4.17444e-14,-0.432224,1.98449
1.37576,2.87035,-4.17444e-14,-0.428574,1.992
1.37759,2.87035,-4.17444e-14,-0.424918,1.99943
1.37942,2.87035,-4.21885e-14,-0.421256,2.00679
1.38125,2.87035,-4.13003e-14,-0.417589,2.01407
1.38307,2.87035,-4.13003e-14,-0.413917,2.02127
1.38488,2.87035,-4.21885e-14,-0.41024,2.0284
1.38669,2.87035,-4.04121e-14,-0.406557,2.03545
1.3885,2.87035,-4.13003e-14,-0.40287,2.04243
1.39031,2.87035,-4.21885e-14,-0.399177,2.04934
1.39211,2.87035,-4.26326e-14,-0.39548,2.05617
1.39391,2.87035,-4.13003e-14,-0.391778,2.06292
1.3957,2.87035,-4.13003e-14,-0.388071,2.0696
1.39749,2.87035,-4.13003e-14,-0.38436,2.07621
1.39928,2.87035,-4.04121e-14,-0.380644,2.08275
1.40106,2.87035,-4.21885e-14,-0.376924,2.08921
1.40284,2.87035,-4.13003e-14,-0.373199,2.0956
1.40462,2.87035,-4.17444e-14,-0.36947,2.10192
1.40639,2.87035,-4.30767e-14,-0.365737,2.10817
1.40816,2.87035,-4.39648e-14,-0.361999,2.11434
1.40993,2.87035,-4.39648e-14,-0.358258,2.12044
1.41169,2.87035,-4.30767e-14,-0.354512,2.12648
1.41345,2.87035,-4.39648e-14,-0.350763,2.13244
1.41521,2.87035,-4.44089e-14,-0.34701,2.13832
1.41697,2.87035,-4.70735e-14,-0.343252,2.14414
1.41872,2.87035,-4.61853e-14,-0.339491,2.14989
1.42047,2.87035,-4.4853e-14,-0.335727,2.15557
1.42221,2.87035,-4.57412e-14,-0.331959,2.16117
1.42396,2.87035,-4.4853e-14,-0.328187,2.16671
1.4257,2.87035,-4.57412e-14,-0.324412,2.17217
1.42743,2.87035,-4.57412e-14,-0.320633,2.17757
1.42917,2.87035,-4.66294e-14,-0.316851,2.1829
1.4309,2.87035,-4.70735e-14,-0.313065,2.18816
1.43263,2.87035,-4.70735e-14,-0.309277,2.19335
1.43436,2.87035,-4.79616e-14,-0.305485,2.19847
1.43608,2.87035,-4.84057e-14,-0.30169,2.20352
1.4378,2.87035,-4.70735e-14,-0.297892,2.2085
1.43952,2.87035,-4.52971e-14,-0.294091,2.21341
1.44124,2.87035,-4.61853e-14,-0.290287,2.21826
1.44295,2.87035,-4.52971e-14,-0.28648,2.22304
1.44466,2.87035,-4.61853e-14,-0.28267,2.22775
1.44637,2.87035,-4.61853e-14,-0.278857,2.23239
1.44808,2.87035,-4.57412e-14,-0.275042,2.23697
1.44979,2.87035,-4.35207e-14,-0.271224,2.24147
1.45149,2.87035,-4.44089e-14,-0.267403,2.24591
1.45319,2.87035,-4.35207e-14,-0.26358,2.25029
1.45489,2.87035,-4.30767e-14,-0.259754,2.25459
1.45659,2.87035,-4.35207e-14,-0.255925,2.25883
1.45828,2.87035,-4.30767e-14,-0.252094,2.26301
1.45997,2.87035,-4.35207e-14,-0.248261,2.26711
1.46166,2.87035,-4.39648e-14,-0.244425,2.27115
1.46335,2.87035,-4.30767e-14,-0.240587,2.27513
1.46504,2.87035,-4.26326e-14,-0.236746,2.27903
1.46672,2.87035,-4.26326e-14,-0.232904,2.28287
1.4684,2.87035,-4.26326e-14,-0.229059,2.28665
1.47009,2.87035,-4.35207e-14,-0.225212,2.29036
1.47176,2.87035,-4.26326e-14,-0.221363,2.294
1.47344,2.87035,-4.26326e-14,-0.217512,2.29758
1.47512,2.87035,-4.21885e-14,-0.213658,2.30109
1.47679,2.87035,-4.21885e-14,-0.209803,2.30454
1.47846,2.87035,-4.21885e-14,-0.205946,2.30793
1.48014,2.87035,-4.21885e-14,-0.202087,2.31124
1.48181,2.87035,-4.13003e-14,-0.198226,2.3145
1.48347,2.87035,-4.04121e-14,-0.194363,2.31768
1.48514,2.87035,-4.04121e-14,-0.190499,2.32081
1.4868,2.87035,-4.04121e-14,-0.186633,2.32386
1.48847,2.87035,-4.08562e-14,-0.182765,2.32686
1.49013,2.87035,-4.21885e-14,-0.178895,2.32979
1.49179,2.87035,-4.30767e-14,-0.175024,2.33265
1.49345,2.87035,-4.13003e-14,-0.171151,2.33545
1.49511,2.87035,-4.21885e-14,-0.167277,2.33819
1.49676,2.87035,-4.08562e-14,-0.163401,2.34086
1.49842,2.87035,-4.17444e-14,-0.159523,2.34347
1.50007,2.87035,-4.04121e-14,-0.155644,2.34601
1.50173,2.87035,-3.9968e-14,-0.151764,2.34849
1.50338,2.87035,-4.08562e-14,-0.147882,2.35091
1.50503,2.87035,-4.17444e-14,-0.143999,2.35326
1.50668,2.87035,-4.13003e-14,-0.140115,2.35555
1.50833,2.87035,-4.17444e-14,-0.13623,2.35778
1.50998,2.87035,-4.26326e-14,-0.132343,2.35994
1.51162,2.87035,-4.26326e-14,-0.128455,2.36204
1.51327,2.87035,-4.30767e-14,-0.124566,2.36407
1.51491,2.87035,-4.30767e-14,-0.120675,2.36604
1.51656,2.87035,-4.39648e-14,-0.116784,2.36795
1.5182,2.87035,-4.39648e-14,-0.112891,2.3698
1.51984,2.87035,-4.39648e-14,-0.108998,2.37158
1.52148,2.87035,-4.39648e-14,-0.105103,2.3733
1.52313,2.87035,-4.26326e-14,-0.101208,2.37495
1.52477,2.87035,-4.17444e-14,-0.0973114,2.37655
1.5264,2.87035,-4.17444e-14,-0.0934141,2.37808
1.52804,2.87035,-4.13003e-14,-0.0895159,2.37954
1.52968,2.87035,-3.95239e-14,-0.0856168,2.38095
1.53132,2.87035,-3.95239e-14,-0.081717,2.38229
1.53296,2.87035,-3.86358e-14,-0.0778163,2.38357
1.53459,2.87035,-3.90799e-14,-0.0739149,2.38478
1.53623,2.87035,-3.90799e-14,-0.0700128,2.38594
1.53786,2.87035,-3.9968e-14,-0.06611,2.38703
1.5395,2.87035,-3.90799e-14,-0.0622065,2.38805
1.54113,2.87035,-3.86358e-14,-0.0583025,2.38902
1.54277,2.87035,-3.81917e-14,-0.0543978,2.38992
1.5444,2.87035,-3.77476e-14,-0.0504925,2.39076
1.54603,2.87035,-3.95239e-14,-0.0465868,2.39154
1.54767,2.87035,-3.9968e-14,-0.0426805,2.39225
1.5493,2.87035,-3.90799e-14,-0.0387738,2.3929
1.55093,2.87035,-3.95239e-14,-0.0348666,2.39349
1.55257,2.87035,-3.9968e-14,-0.030959,2.39402
1.5542,2.87035,-3.9968e-14,-0.027051,2.39448
1.55583,2.87035,-3.9968e-14,-0.0231426,2.39488
1.55746,2.87035,-3.86358e-14,-0.019234,2.39522
1.55909,2.87035,-3.95239e-14,-0.015325,2.3955
1.56073,2.87035,-3.90799e-14,-0.0114158,2.39571
1.56236,2.87035,-3.86358e-14,-0.00750638,2.39586
1.56399,2.87035,-3.68594e-14,-0.00359673,2.39595
1.56562,2.87035,-3.68594e-14,0.00031309,2.39598
1.56725,2.87035,-3.68594e-14,0.00422305,2.39594
1.56888,2.87035,-3.64153e-14,0.00813313,2.39584
1.57052,2.87035,-3.81917e-14,0.0120433,2.39568
1.57215,2.87035,-3.68594e-14,0.0159535,2.39546
1.57378,2.87035,-3.5083e-14,0.0198637,2.39517
1.57541,2.87035,-3.5083e-14,0.023774,2.39482
1.57705,2.87035,-3.64153e-14,0.0276841,2.39441
1.57868,2.87035,-3.4639e-14,0.0315943,2.39394
1.58031,2.87035,-3.55271e-14,0.0355043,2.3934
1.58195,2.87035,-3.55271e-14,0.0394142,2.3928
1.58358,2.87035,-3.68594e-14,0.0433239,2.39214
1.58522,2.87035,-3.68594e-14,0.0472335,2.39141
1.58685,2.87035,-3.55271e-14,0.0511428,2.39062
1.58849,2.87035,-3.68594e-14,0.0550519,2.38977
1.59012,2.87035,-3.64153e-14,0.0589607,2.38886
1.59176,2.87035,-3.55271e-14,0.0628692,2.38788
1.5934,2.87035,-3.59712e-14,0.0667773,2.38684
1.59503,2.87035,-3.73035e-14,0.0706851,2.38574
1.59667,2.87035,-3.77476e-14,0.0745925,2.38458
1.59831,2.87035,-3.73035e-14,0.0784994,2.38335
1.59995,2.87035,-3.64153e-14,0.0824059,2.38206
1.60159,2.87035,-3.73035e-14,0.0863119,2.3807
1.60323,2.87035,-3.68594e-14,0.0902173,2.37929
1.60487,2.87035,-3.73035e-14,0.0941222,2.3778
1.60652,2.87035,-3.64153e-14,0.0980265,2.37626
1.60816,2.87035,-3.55271e-14,0.10193,2.37465
1.6098,2.87035,-3.68594e-14,0.105833,2.37298
1.61145,2.87035,-3.68594e-14,0.109736,2.37125
1.61309,2.87035,-3.68594e-14,0.113637,2.36945
1.61474,2.87035,-3.68594e-14,0.117538,2.36759
1.61639,2.87035,-3.73035e-14,0.121438,2.36566
1.61804,2.87035,-3.86358e-14,0.125337,2.36367
1.61969,2.87035,-3.86358e-14,0.129236,2.36162
1.62134,2.87035,-3.90799e-14,0.133133,2.35951
1.62299,2.87035,-3.9968e-14,0.13703,2.35732
1.62464,2.87035,-4.08562e-14,0.140925,2.35508
1.6263,2.87035,-4.08562e-14,0.14482,2.35277
1.62795,2.87035,-4.08562e-14,0.148713,2.3504
1.62961,2.87035,-4.04121e-14,0.152606,2.34796
1.63127,2.87035,-4.08562e-14,0.156497,2.34546
1.63293,2.87035,-4.08562e-14,0.160388,2.34289
1.63459,2.87035,-4.08562e-14,0.164277,2.34026
1.63625,2.87035,-4.21885e-14,0.168165,2.33757
1.63792,2.87035,-4.08562e-14,0.172051,2.33481
1.63958,2.87035,-3.95239e-14,0.175936,2.33198
1.64125,2.87035,-4.04121e-14,0.17982,2.32909
1.64292,2.87035,-4.08562e-14,0.183703,2.32614
1.64459,2.87035,-4.08562e-14,0.187584,2.32312
1.64626,2.87035,-4.13003e-14,0.191464,2.32003
1.64793,2.87035,-4.08562e-14,0.195343,2.31688
1.6496,2.87035,-4.21885e-14,0.199219,2.31366
1.65128,2.87035,-4.17444e-14,0.203095,2.31038
1.65296,2.87035,-4.04121e-14,0.206968,2.30704
1.65464,2.87035,-4.13003e-14,0.21084,2.30362
1.65632,2.87035,-4.21885e-14,0.214711,2.30014
1.658,2.87035,-4.17444e-14,0.218579,2.2966
1.65969,2.87035,-4.21885e-14,0.222446,2.29298
1.66137,2.87035,-4.26326e-14,0.226311,2.28931
1.66306,2.87035,-4.21885e-14,0.230174,2.28556
1.66475,2.87035,-4.35207e-14,0.234036,2.28175
1.66645,2.87035,-4.39648e-14,0.237895,2.27787
1.66814,2.87035,-4.39648e-14,0.241753,2.27393
1.66984,2.87035,-4.35207e-14,0.245608,2.26991
1.67154,2.87035,-4.30767e-14,0.249461,2.26583
1.67324,2.87035,-4.35207e-14,0.253312,2.26169
1.67494,2.87035,-4.44089e-14,0.257161,2.25747
1.67665,2.87035,-4.66294e-14,0.261008,2.25319
1.67836,2.87035,-4.57412e-14,0.264852,2.24884
1.68007,2.87035,-4.4853e-14,0.268695,2.24442
1.68178,2.87035,-4.66294e-14,0.272534,2.23993
1.68349,2.87035,-4.61853e-14,0.276372,2.23538
1.68521,2.87035,-4.66294e-14,0.280207,2.23076
1.68693,2.87035,-4.61853e-14,0.284039,2.22606
1.68865,2.87035,-4.57412e-14,0.287869,2.2213
1.69038,2.87035,-4.52971e-14,0.291696,2.21647
1.69211,2.87035,-4.66294e-14,0.29552,2.21157
1.69384,2.87035,-4.70735e-14,0.299342,2.20661
1.69557,2.87035,-4.70735e-14,0.303161,2.20157
1.6973,2.87035,-4.84057e-14,0.306977,2.19646
1.69904,2.87035,-4.75175e-14,0.31079,2.19128
1.70078,2.87035,-4.84057e-14,0.3146,2.18603
1.70253,2.87035,-4.75175e-14,0.318408,2.18071
1.70427,2.87035,-4.70735e-14,0.322212,2.17533
1.70602,2.87035,-4.52971e-14,0.326013,2.16987
1.70777,2.87035,-4.61853e-14,0.32981,2.16433
1.70953,2.87035,-4.57412e-14,0.333605,2.15873
1.71129,2.87035,-4.61853e-14,0.337396,2.15306
1.71305,2.87035,-4.61853e-14,0.341183,2.14731
1.71481,2.87035,-4.61853e-14,0.344968,2.14149
1.71658,2.87035,-4.75175e-14,0.348748,2.13561
1.71835,2.87035,-4.70735e-14,0.352525,2.12964
1.72013,2.87035,-4.75175e-14,0.356299,2.12361
1.72191,2.87035,-4.88498e-14,0.360068,2.1175
1.72369,2.87035,-4.79616e-14,0.363834,2.11132
1.72547,2.87035,-4.75175e-14,0.367596,2.10507
1.72726,2.87035,-4.84057e-14,0.371354,2.09874
1.72905,2.87035,-4.84057e-14,0.375108,2.09234
1.73084,2.87035,-4.84057e-14,0.378858,2.08586
1.73264,2.87035,-4.75175e-14,0.382603,2.07931
1.73445,2.87035,-4.75175e-14,0.386344,2.07269
1.73625,2.87035,-4.75175e-14,0.390081,2.06599
1.73806,2.87035,-4.75175e-14,0.393814,2.05922
1.73987,2.87035,-4.84057e-14,0.397542,2.05237
1.74169,2.87035,-4.84057e-14,0.401265,2.04544
1.74351,2.87035,-4.84057e-14,0.404984,2.03844
1.74534,2.87035,-4.79616e-14,0.408697,2.03136
1.74717,2.87035,-4.75175e-14,0.412406,2.02421
1.749,2.87035,-4.75175e-14,0.41611,2.01698
1.75084,2.87035,-4.75175e-14,0.419809,2.00967
1.75268,2.87035,-4.75175e-14,0.423503,2.00228
1.75452,2.87035,-4.75175e-14,0.427192,1.99482
1.75637,2.87035,-4.79616e-14,0.430875,1.98728
1.75823,2.87035,-4.70735e-14,0.434552,1.97966
1.76009,2.87035,-4.70735e-14,0.438225,1.97196
1.76195,2.87035,-4.75175e-14,0.441891,1.96418
1.76382,2.87035,-4.79616e-14,0.445552,1.95633
1.76569,2.87035,-4.79616e-14,0.449207,1.94839
1.76757,2.87035,-4.75175e-14,0.452856,1.94037
1.76945,2.87035,-4.84057e-14,0.456498,1.93228
1.77133,2.87035,-4.84057e-14,0.460135,1.9241
1.77322,2.87035,-4.92939e-14,0.463765,1.91584
1.77512,2.87035,-4.92939e-14,0.467389,1.9075
1.77702,2.87035,-4.92939e-14,0.471006,1.89908
1.77893,2.87035,-4.92939e-14,0.474617,1.89058
1.78084,2.87035,-4.92939e-14,0.478221,1.88199
1.78275,2.87035,-4.92939e-14,0.481818,1.87332
1.78467,2.87035,-4.9738e-14,0.485408,1.86457
1.7866,2.87035,-4.9738e-14,0.48899,1.85573
1.78853,2.87035,-4.92939e-14,0.492566,1.84681
1.79047,2.87035,-5.01821e-14,0.496133,1.83781
1.79241,2.87035,-5.01821e-14,0.499694,1.82872
1.79436,2.87035,-5.01821e-14,0.503246,1.81954
1.79631,2.87035,-5.10703e-14,0.506791,1.81028
1.79827,2.87035,-5.10703e-14,0.510327,1.80094
1.80023,2.87035,-4.92939e-14,0.513856,1.7915
1.8022,2.87035,-5.01821e-14,0.517376,1.78198
1.80418,2.87035,-5.01821e-14,0.520887,1.77238
1.80616,2.87035,-5.01821e-14,0.52439,1.76268
1.80815,2.87035,-5.10703e-14,0.527884,1.7529
1.81014,2.87035,-5.19584e-14,0.531369,1.74303
1.81214,2.87035,-5.19584e-14,0.534845,1.73307
1.81415,2.87035,-5.15143e-14,0.538311,1.72302
1.81616,2.87035,-5.28466e-14,0.541768,1.71288
1.81818,2.87035,-5.19584e-14,0.545216,1.70265
1.8202,2.87035,-5.19584e-14,0.548653,1.69233
1.82223,2.87035,-5.28466e-14,0.55208,1.68192
1.82427,2.87035,-5.28466e-14,0.555497,1.67141
1.82632,2.87035,-5.19584e-14,0.558904,1.66082
1.82837,2.87035,-5.19584e-14,0.5623,1.65013
1.83043,2.87035,-5.28466e-14,0.565685,1.63935
1.83249,2.87035,-5.28466e-14,0.569059,1.62847
1.83456,2.87035,-5.37348e-14,0.572421,1.6175
1.83664,2.87035,-5.37348e-14,0.575773,1.60644
1.83873,2.87035,-5.55112e-14,0.579112,1.59528
1.84082,2.87035,-5.4623e-14,0.582439,1.58402
1.84292,2.87035,-5.4623e-14,0.585755,1.57267
1.84503,2.87035,-5.37348e-14,0.589057,1.56122
1.84714,2.87035,-5.50671e-14,0.592347,1.54968
1.84927,2.87035,-5.37348e-14,0.595625,1.53804
1.8514,2.87035,-5.4623e-14,0.598889,1.52629
1.85354,2.87035,-5.37348e-14,0.602139,1.51446
