t,x_num,v_num,x_exact,energy_num
1.915,0.860742026924,3.19840154503,0.860742027004,19.7392088021
1.916,0.863923417113,3.16435790172,0.863923417193,19.7392088021
1.917,0.867070701086,3.13018933497,0.867070701164,19.7392088021
1.918,0.870183754592,3.09589719372,0.870183754669,19.7392088021
1.919,0.873262454733,3.06148283174,0.87326245481,19.7392088021
1.92,0.876306679968,3.02694760766,0.876306680044,19.7392088021
1.921,0.879316310115,2.99229288487,0.87931631019,19.7392088021
1.922,0.88229122636,2.95752003148,0.882291226435,19.7392088021
1.923,0.885231311259,2.92263042027,0.885231311332,19.7392088021
1.924,0.888136448741,2.88762542861,0.888136448813,19.7392088021
1.925,0.891006524116,2.85250643844,0.891006524188,19.7392088021
1.926,0.89384142408,2.8172748362,0.893841424151,19.7392088021
1.927,0.896641036715,2.78193201278,0.896641036785,19.7392088021
1.928,0.899405251497,2.74647936344,0.899405251566,19.7392088021
1.929,0.9021339593,2.71091828781,0.902133959368,19.7392088021
1.93,0.904827052398,2.67525018976,0.904827052466,19.7392088021
1.931,0.907484424474,2.63947647741,0.907484424541,19.7392088021
1.932,0.910105970619,2.60359856305,0.910105970685,19.7392088021
1.933,0.912691587338,2.56761786308,0.912691587403,19.7392088021
1.934,0.915241172557,2.53153579795,0.915241172621,19.7392088021
1.935,0.917754625621,2.49535379212,0.917754625684,19.7392088021
1.936,0.920231847303,2.459073274,0.920231847366,19.7392088021
1.937,0.922672739808,2.42269567588,0.92267273987,19.7392088021
1.938,0.925077206774,2.38622243387,0.925077206834,19.7392088021
1.939,0.927445153275,2.3496549879,0.927445153334,19.7392088021
1.94,0.929776485829,2.31299478156,0.929776485888,19.7392088021
1.941,0.9320711124,2.27624326216,0.932071112458,19.7392088021
1.942,0.934328942399,2.23940188056,0.934328942456,19.7392088021
1.943,0.936549886692,2.20247209122,0.936549886748,19.7392088021
1.944,0.938733857598,2.16545535205,0.938733857654,19.7392088021
1.945,0.9408807689,2.12835312441,0.940880768954,19.7392088021
1.946,0.942990535839,2.09116687303,0.942990535893,19.7392088021
1.947,0.945063075127,2.05389806596,0.94506307518,19.7392088021
1.948,0.947098304943,2.01654817452,0.947098304995,19.7392088021
1.949,0.949096144939,1.9791186732,0.94909614499,19.7392088021
1.95,0.951056516245,1.94161103967,0.951056516295,19.7392088021
1.951,0.952979341468,1.90402675467,0.952979341517,19.7392088021
1.952,0.954864544699,1.86636730194,0.954864544746,19.7392088021
1.953,0.956712051512,1.82863416823,0.956712051559,19.7392088021
1.954,0.958521788971,1.79082884317,0.958521789017,19.7392088021
1.955,0.960293685632,1.75295281926,0.960293685677,19.7392088021
1.956,0.962027671542,1.71500759177,0.962027671586,19.7392088021
1.957,0.963723678247,1.67699465872,0.96372367829,19.7392088021
1.958,0.965381638791,1.63891552079,0.965381638833,19.7392088021
1.959,0.967001487721,1.60077168128,0.967001487762,19.7392088021
1.96,0.968583161088,1.56256464605,0.968583161128,19.7392088021
1.961,0.97012659645,1.52429592344,0.97012659649,19.7392088021
1.962,0.971631732876,1.48596702424,0.971631732915,19.7392088021
1.963,0.973098510944,1.4475794616,0.973098510982,19.7392088021
1.964,0.97452687275,1.40913475101,0.974526872786,19.7392088021
1.965,0.975916761903,1.37063441019,0.975916761939,19.7392088021
1.966,0.977268123533,1.33207995906,0.977268123568,19.7392088021
1.967,0.978580904292,1.29347291971,0.978580904325,19.7392088021
1.968,0.979855052351,1.25481481625,0.979855052384,19.7392088021
1.969,0.981090517411,1.21610717486,0.981090517443,19.7392088021
1.97,0.982287250698,1.17735152364,0.982287250729,19.7392088021
1.971,0.983445204965,1.13854939259,0.983445204995,19.7392088021
1.972,0.9845643345,1.09970231357,0.984564334529,19.7392088021
1.973,0.985644595121,1.06081182018,0.985644595149,19.7392088021
1.974,0.986685944181,1.02187944775,0.986685944208,19.7392088021
1.975,0.987688340569,0.982906733277,0.987688340595,19.7392088021
1.976,0.988651744713,0.943895215327,0.988651744738,19.7392088021
1.977,0.989576118579,0.90484643401,0.989576118603,19.7392088021
1.978,0.990461425674,0.865761930906,0.990461425697,19.7392088021
1.979,0.991307631047,0.826643249002,0.991307631069,19.7392088021
1.98,0.992114701293,0.787491932639,0.992114701314,19.7392088021
1.981,0.99288260455,0.748309527443,0.99288260457,19.7392088021
1.982,0.993611310501,0.709097580268,0.99361131052,19.7392088021
1.983,0.994300790379,0.669857639134,0.994300790397,19.7392088021
1.984,0.994951016964,0.630591253168,0.994951016981,19.7392088021
1.985,0.995561964587,0.591299972539,0.995561964603,19.7392088021
